store_id,date,horizon_day,forecast_p50,forecast_p80,forecast_p95,forecast_cv,campaign,is_weekend,city,archetype,service_min,travel_min,stops_per_hour_cap,existing_permanent,existing_outsourced,shipments,workload_minutes,required_courier_hours,availability_factor,productive_hour_fraction,effective_hours_per_head,required_scheduled_courier_hours,required_headcount,existing_headcount,staffing_gap,gap_direction
DXB-01,2026-08-04,2,740.0,814.6,886.0,0.12,none,False,Dubai,urban_dense,2.6,2.0,13.0,5,4,740.0,3403.9999999999995,56.73333333333333,0.7771428571428572,0.7394999999999999,4.597577142857143,56.73333333333333,12.339832822919565,9,3.339832822919565,understaffed
DXB-02,2026-08-04,2,644.5,709.5,771.7,0.12,none,False,Dubai,urban_dense,2.6,2.0,13.0,5,3,644.5,2964.7,49.41166666666666,0.7771428571428572,0.7394999999999999,4.597577142857143,49.41166666666666,10.747327370772513,8,2.7473273707725134,understaffed
DXB-03,2026-08-04,2,489.3,538.7,585.9,0.12,none,False,Dubai,suburban,3.0,3.4,9.0,5,2,489.3,3131.5200000000004,52.19200000000001,0.7771428571428572,0.7394999999999999,4.597577142857143,52.19200000000001,11.35206618144215,7,4.352066181442151,understaffed
DXB-04,2026-08-04,2,364.0,400.7,435.9,0.12,none,False,Dubai,industrial_b2b,4.2,4.8,6.5,5,3,364.0,3276.0,54.6,0.7771428571428572,0.7394999999999999,4.597577142857143,54.6,11.87582030783916,8,3.8758203078391595,understaffed
AUH-01,2026-08-04,2,572.9,630.6,686.0,0.12,none,False,Abu Dhabi,urban_dense,2.6,2.0,13.0,3,3,572.9,2635.3399999999997,43.92233333333333,0.7771428571428572,0.7394999999999999,4.597577142857143,43.92233333333333,9.553365167906241,6,3.5533651679062412,understaffed
AUH-02,2026-08-04,2,417.7,459.8,500.2,0.12,none,False,Abu Dhabi,suburban,3.0,3.4,9.0,4,2,417.7,2673.28,44.55466666666667,0.7771428571428572,0.7394999999999999,4.597577142857143,44.55466666666667,9.690901377454294,6,3.690901377454294,understaffed
AUH-03,2026-08-04,2,310.3,341.6,371.6,0.12,none,False,Abu Dhabi,industrial_b2b,4.2,4.8,6.5,5,2,310.3,2792.7000000000003,46.545,0.7771428571428572,0.7394999999999999,4.597577142857143,46.545,10.123810553633218,7,3.123810553633218,understaffed
SHJ-01,2026-08-04,2,465.5,512.4,557.3,0.12,none,False,Sharjah,suburban,3.0,3.4,9.0,4,3,465.5,2979.2000000000003,49.653333333333336,0.7771428571428572,0.7394999999999999,4.597577142857143,49.653333333333336,10.799891288496466,7,3.7998912884964664,understaffed
SHJ-02,2026-08-04,2,358.1,394.1,428.7,0.12,none,False,Sharjah,mixed,3.0,3.0,10.0,2,3,358.1,2148.6000000000004,35.81000000000001,0.7771428571428572,0.7394999999999999,4.597577142857143,35.81000000000001,7.7888850773575165,5,2.7888850773575165,understaffed
AAN-01,2026-08-04,2,226.8,249.6,271.5,0.12,none,False,Al Ain,mixed,3.0,3.0,10.0,2,2,226.8,1360.8000000000002,22.680000000000003,0.7771428571428572,0.7394999999999999,4.597577142857143,22.680000000000003,4.933033050948574,4,0.9330330509485742,understaffed
RAK-01,2026-08-04,2,208.9,229.9,250.1,0.12,none,False,Ras Al Khaimah,mixed,3.0,3.0,10.0,2,1,208.9,1253.4,20.89,0.7771428571428572,0.7394999999999999,4.597577142857143,20.89,4.5436975500139205,3,1.5436975500139205,understaffed
FUJ-01,2026-08-04,2,179.0,197.1,214.4,0.12,none,False,Fujairah,suburban,3.0,3.4,9.0,2,1,179.0,1145.6000000000001,19.093333333333337,0.7771428571428572,0.7394999999999999,4.597577142857143,19.093333333333337,4.152912009969641,3,1.1529120099696408,understaffed
DXB-01,2026-08-05,3,740.5,815.2,886.7,0.12,none,False,Dubai,urban_dense,2.6,2.0,13.0,5,4,740.5,3406.2999999999997,56.77166666666666,0.7771428571428572,0.7394999999999999,4.597577142857143,56.77166666666666,12.348170547799915,9,3.3481705477999153,understaffed
DXB-02,2026-08-05,3,645.0,710.0,772.3,0.12,none,False,Dubai,urban_dense,2.6,2.0,13.0,5,3,645.0,2966.9999999999995,49.449999999999996,0.7771428571428572,0.7394999999999999,4.597577142857143,49.449999999999996,10.755665095652864,8,2.755665095652864,understaffed
DXB-03,2026-08-05,3,489.7,539.1,586.4,0.12,none,False,Dubai,suburban,3.0,3.4,9.0,5,2,489.7,3134.08,52.23466666666666,0.7771428571428572,0.7394999999999999,4.597577142857143,52.23466666666666,11.361346431743756,7,4.3613464317437565,understaffed
DXB-04,2026-08-05,3,364.3,401.0,436.2,0.12,none,False,Dubai,industrial_b2b,4.2,4.8,6.5,5,3,364.3,3278.7000000000003,54.645,0.7771428571428572,0.7394999999999999,4.597577142857143,54.645,11.885608071829138,8,3.8856080718291377,understaffed
AUH-01,2026-08-05,3,573.3,631.1,686.5,0.12,none,False,Abu Dhabi,urban_dense,2.6,2.0,13.0,3,3,573.3,2637.1799999999994,43.95299999999999,0.7771428571428572,0.7394999999999999,4.597577142857143,43.95299999999999,9.560035347810521,6,3.560035347810521,understaffed
AUH-02,2026-08-05,3,418.0,460.2,500.6,0.12,none,False,Abu Dhabi,suburban,3.0,3.4,9.0,4,2,418.0,2675.2000000000003,44.58666666666667,0.7771428571428572,0.7394999999999999,4.597577142857143,44.58666666666667,9.697861565180501,6,3.697861565180501,understaffed
AUH-03,2026-08-05,3,310.5,341.8,371.8,0.12,none,False,Abu Dhabi,industrial_b2b,4.2,4.8,6.5,5,2,310.5,2794.5,46.575,0.7771428571428572,0.7394999999999999,4.597577142857143,46.575,10.130335729626536,7,3.1303357296265357,understaffed
SHJ-01,2026-08-05,3,465.8,512.8,557.8,0.12,none,False,Sharjah,suburban,3.0,3.4,9.0,4,3,465.8,2981.1200000000003,49.68533333333334,0.7771428571428572,0.7394999999999999,4.597577142857143,49.68533333333334,10.806851476222674,7,3.8068514762226737,understaffed
SHJ-02,2026-08-05,3,358.3,394.4,429.1,0.12,none,False,Sharjah,mixed,3.0,3.0,10.0,2,3,358.3,2149.8,35.830000000000005,0.7771428571428572,0.7394999999999999,4.597577142857143,35.830000000000005,7.793235194686394,5,2.7932351946863943,understaffed
AAN-01,2026-08-05,3,226.9,249.8,271.7,0.12,none,False,Al Ain,mixed,3.0,3.0,10.0,2,2,226.9,1361.4,22.69,0.7771428571428572,0.7394999999999999,4.597577142857143,22.69,4.935208109613013,4,0.9352081096130131,understaffed
RAK-01,2026-08-05,3,209.0,230.1,250.3,0.12,none,False,Ras Al Khaimah,mixed,3.0,3.0,10.0,2,1,209.0,1254.0,20.9,0.7771428571428572,0.7394999999999999,4.597577142857143,20.9,4.545872608678359,3,1.5458726086783594,understaffed
FUJ-01,2026-08-05,3,179.2,197.2,214.5,0.12,none,False,Fujairah,suburban,3.0,3.4,9.0,2,1,179.2,1146.8799999999999,19.114666666666665,0.7771428571428572,0.7394999999999999,4.597577142857143,19.114666666666665,4.157552135120444,3,1.1575521351204436,understaffed
DXB-01,2026-08-06,4,741.1,815.8,887.4,0.12,none,False,Dubai,urban_dense,2.6,2.0,13.0,5,4,741.1,3409.06,56.81766666666667,0.7771428571428572,0.7394999999999999,4.597577142857143,56.81766666666667,12.358175817656338,9,3.3581758176563383,understaffed
DXB-02,2026-08-06,4,645.5,710.5,772.9,0.12,none,False,Dubai,urban_dense,2.6,2.0,13.0,5,3,645.5,2969.2999999999997,49.48833333333333,0.7771428571428572,0.7394999999999999,4.597577142857143,49.48833333333333,10.764002820533214,8,2.7640028205332143,understaffed
DXB-03,2026-08-06,4,490.1,539.5,586.8,0.12,none,False,Dubai,suburban,3.0,3.4,9.0,5,2,490.1,3136.6400000000003,52.27733333333334,0.7771428571428572,0.7394999999999999,4.597577142857143,52.27733333333334,11.370626682045367,7,4.370626682045367,understaffed
DXB-04,2026-08-06,4,364.6,401.3,436.5,0.12,none,False,Dubai,industrial_b2b,4.2,4.8,6.5,5,3,364.6,3281.4,54.690000000000005,0.7771428571428572,0.7394999999999999,4.597577142857143,54.690000000000005,11.895395835819114,8,3.895395835819114,understaffed
AUH-01,2026-08-06,4,573.7,631.6,687.0,0.12,none,False,Abu Dhabi,urban_dense,2.6,2.0,13.0,3,3,573.7,2639.02,43.983666666666664,0.7771428571428572,0.7394999999999999,4.597577142857143,43.983666666666664,9.566705527714804,6,3.566705527714804,understaffed
AUH-02,2026-08-06,4,418.4,460.5,500.9,0.12,none,False,Abu Dhabi,suburban,3.0,3.4,9.0,4,2,418.4,2677.76,44.629333333333335,0.7771428571428572,0.7394999999999999,4.597577142857143,44.629333333333335,9.707141815482109,6,3.7071418154821085,understaffed
AUH-03,2026-08-06,4,310.8,342.1,372.1,0.12,none,False,Abu Dhabi,industrial_b2b,4.2,4.8,6.5,5,2,310.8,2797.2000000000003,46.620000000000005,0.7771428571428572,0.7394999999999999,4.597577142857143,46.620000000000005,10.140123493616514,7,3.140123493616514,understaffed
SHJ-01,2026-08-06,4,466.2,513.2,558.2,0.12,none,False,Sharjah,suburban,3.0,3.4,9.0,4,3,466.2,2983.6800000000003,49.728,0.7771428571428572,0.7394999999999999,4.597577142857143,49.728,10.816131726524281,7,3.816131726524281,understaffed
SHJ-02,2026-08-06,4,358.6,394.7,429.4,0.12,none,False,Sharjah,mixed,3.0,3.0,10.0,2,3,358.6,2151.6000000000004,35.86000000000001,0.7771428571428572,0.7394999999999999,4.597577142857143,35.86000000000001,7.799760370679713,5,2.7997603706797127,understaffed
AAN-01,2026-08-06,4,227.1,250.0,271.9,0.12,none,False,Al Ain,mixed,3.0,3.0,10.0,2,2,227.1,1362.6,22.709999999999997,0.7771428571428572,0.7394999999999999,4.597577142857143,22.709999999999997,4.939558226941891,4,0.939558226941891,understaffed
RAK-01,2026-08-06,4,209.2,230.3,250.5,0.12,none,False,Ras Al Khaimah,mixed,3.0,3.0,10.0,2,1,209.2,1255.1999999999998,20.919999999999998,0.7771428571428572,0.7394999999999999,4.597577142857143,20.919999999999998,4.550222726007238,3,1.550222726007238,understaffed
FUJ-01,2026-08-06,4,179.3,197.4,214.7,0.12,none,False,Fujairah,suburban,3.0,3.4,9.0,2,1,179.3,1147.5200000000002,19.125333333333337,0.7771428571428572,0.7394999999999999,4.597577142857143,19.125333333333337,4.159872197695847,3,1.1598721976958473,understaffed
DXB-01,2026-08-07,5,875.1,963.4,1047.9,0.12,none,True,Dubai,urban_dense,2.6,2.0,13.0,5,4,875.1,4025.4599999999996,67.091,0.7771428571428572,0.7394999999999999,4.597577142857143,67.091,14.59268608559042,9,5.592686085590421,understaffed
DXB-02,2026-08-07,5,762.2,839.1,912.7,0.12,none,True,Dubai,urban_dense,2.6,2.0,13.0,5,3,762.2,3506.12,58.43533333333333,0.7771428571428572,0.7394999999999999,4.597577142857143,58.43533333333333,12.710027807607153,8,4.710027807607153,understaffed
DXB-03,2026-08-07,5,578.7,637.1,693.0,0.12,none,True,Dubai,suburban,3.0,3.4,9.0,5,2,578.7,3703.6800000000003,61.728,0.7771428571428572,0.7394999999999999,4.597577142857143,61.728,13.426202123851569,7,6.426202123851569,understaffed
DXB-04,2026-08-07,5,430.5,473.9,515.5,0.12,none,True,Dubai,industrial_b2b,4.2,4.8,6.5,5,3,430.5,3874.5,64.575,0.7771428571428572,0.7394999999999999,4.597577142857143,64.575,14.045441325617467,8,6.0454413256174675,understaffed
AUH-01,2026-08-07,5,677.5,745.8,811.3,0.12,none,True,Abu Dhabi,urban_dense,2.6,2.0,13.0,3,3,677.5,3116.4999999999995,51.941666666666656,0.7771428571428572,0.7394999999999999,4.597577142857143,51.941666666666656,11.29761721287568,6,5.29761721287568,understaffed
AUH-02,2026-08-07,5,494.0,543.8,591.6,0.12,none,True,Abu Dhabi,suburban,3.0,3.4,9.0,4,2,494.0,3161.6000000000004,52.69333333333334,0.7771428571428572,0.7394999999999999,4.597577142857143,52.69333333333334,11.461109122486047,6,5.461109122486047,understaffed
AUH-03,2026-08-07,5,367.0,404.0,439.4,0.12,none,True,Abu Dhabi,industrial_b2b,4.2,4.8,6.5,5,2,367.0,3303.0,55.05,0.7771428571428572,0.7394999999999999,4.597577142857143,55.05,11.973697947738932,7,4.973697947738932,understaffed
SHJ-01,2026-08-07,5,550.5,606.0,659.2,0.12,none,True,Sharjah,suburban,3.0,3.4,9.0,4,3,550.5,3523.2000000000003,58.720000000000006,0.7771428571428572,0.7394999999999999,4.597577142857143,58.720000000000006,12.771944477588196,7,5.771944477588196,understaffed
SHJ-02,2026-08-07,5,423.5,466.1,507.0,0.12,none,True,Sharjah,mixed,3.0,3.0,10.0,2,3,423.5,2541.0,42.35,0.7771428571428572,0.7394999999999999,4.597577142857143,42.35,9.211373443900886,5,4.211373443900886,understaffed
AAN-01,2026-08-07,5,268.2,295.2,321.1,0.12,none,True,Al Ain,mixed,3.0,3.0,10.0,2,2,268.2,1609.1999999999998,26.819999999999997,0.7771428571428572,0.7394999999999999,4.597577142857143,26.819999999999997,5.833507338026488,4,1.8335073380264877,understaffed
RAK-01,2026-08-07,5,247.0,271.9,295.8,0.12,none,True,Ras Al Khaimah,mixed,3.0,3.0,10.0,2,1,247.0,1482.0,24.7,0.7771428571428572,0.7394999999999999,4.597577142857143,24.7,5.372394901165333,3,2.3723949011653334,understaffed
FUJ-01,2026-08-07,5,211.7,233.1,253.5,0.12,none,True,Fujairah,suburban,3.0,3.4,9.0,2,1,211.7,1354.88,22.581333333333337,0.7771428571428572,0.7394999999999999,4.597577142857143,22.581333333333337,4.911572472126106,3,1.9115724721261058,understaffed
DXB-01,2026-08-08,6,875.8,964.1,1048.7,0.12,none,True,Dubai,urban_dense,2.6,2.0,13.0,5,4,875.8,4028.6799999999994,67.14466666666665,0.7771428571428572,0.7394999999999999,4.597577142857143,67.14466666666665,14.604358900422909,9,5.604358900422909,understaffed
DXB-02,2026-08-08,6,762.8,839.7,913.4,0.12,none,True,Dubai,urban_dense,2.6,2.0,13.0,5,3,762.8,3508.8799999999997,58.481333333333325,0.7771428571428572,0.7394999999999999,4.597577142857143,58.481333333333325,12.720033077463572,8,4.720033077463572,understaffed
DXB-03,2026-08-08,6,579.2,637.5,693.5,0.12,none,True,Dubai,suburban,3.0,3.4,9.0,5,2,579.2,3706.8800000000006,61.78133333333334,0.7771428571428572,0.7394999999999999,4.597577142857143,61.78133333333334,13.43780243672858,7,6.43780243672858,understaffed
DXB-04,2026-08-08,6,430.8,474.3,515.9,0.12,none,True,Dubai,industrial_b2b,4.2,4.8,6.5,5,3,430.8,3877.2000000000003,64.62,0.7771428571428572,0.7394999999999999,4.597577142857143,64.62,14.055229089607446,8,6.055229089607446,understaffed
AUH-01,2026-08-08,6,678.0,746.4,811.9,0.12,none,True,Abu Dhabi,urban_dense,2.6,2.0,13.0,3,3,678.0,3118.7999999999997,51.98,0.7771428571428572,0.7394999999999999,4.597577142857143,51.98,11.305954937756034,6,5.305954937756034,understaffed
AUH-02,2026-08-08,6,494.4,544.2,592.0,0.12,none,True,Abu Dhabi,suburban,3.0,3.4,9.0,4,2,494.4,3164.16,52.736,0.7771428571428572,0.7394999999999999,4.597577142857143,52.736,11.470389372787652,6,5.470389372787652,understaffed
AUH-03,2026-08-08,6,367.3,404.3,439.8,0.12,none,True,Abu Dhabi,industrial_b2b,4.2,4.8,6.5,5,2,367.3,3305.7000000000003,55.095000000000006,0.7771428571428572,0.7394999999999999,4.597577142857143,55.095000000000006,11.98348571172891,7,4.98348571172891,understaffed
SHJ-01,2026-08-08,6,550.9,606.4,659.7,0.12,none,True,Sharjah,suburban,3.0,3.4,9.0,4,3,550.9,3525.76,58.76266666666667,0.7771428571428572,0.7394999999999999,4.597577142857143,58.76266666666667,12.781224727889803,7,5.7812247278898035,understaffed
SHJ-02,2026-08-08,6,423.8,466.5,507.4,0.12,none,True,Sharjah,mixed,3.0,3.0,10.0,2,3,423.8,2542.8,42.38,0.7771428571428572,0.7394999999999999,4.597577142857143,42.38,9.217898619894205,5,4.217898619894205,understaffed
AAN-01,2026-08-08,6,268.4,295.4,321.4,0.12,none,True,Al Ain,mixed,3.0,3.0,10.0,2,2,268.4,1610.3999999999999,26.839999999999996,0.7771428571428572,0.7394999999999999,4.597577142857143,26.839999999999996,5.837857455355366,4,1.8378574553553664,understaffed
RAK-01,2026-08-08,6,247.2,272.1,296.0,0.12,none,True,Ras Al Khaimah,mixed,3.0,3.0,10.0,2,1,247.2,1483.1999999999998,24.719999999999995,0.7771428571428572,0.7394999999999999,4.597577142857143,24.719999999999995,5.376745018494212,3,2.376745018494212,understaffed
FUJ-01,2026-08-08,6,211.9,233.2,253.7,0.12,none,True,Fujairah,suburban,3.0,3.4,9.0,2,1,211.9,1356.16,22.602666666666668,0.7771428571428572,0.7394999999999999,4.597577142857143,22.602666666666668,4.9162125972769095,3,1.9162125972769095,understaffed
DXB-01,2026-08-09,7,742.8,827.0,907.7,0.135,none,False,Dubai,urban_dense,2.6,2.0,13.0,5,4,742.8,3416.8799999999997,56.94799999999999,0.7771428571428572,0.7394999999999999,4.597577142857143,56.94799999999999,12.38652408224953,9,3.3865240822495295,understaffed
DXB-02,2026-08-09,7,646.9,720.3,790.6,0.135,none,False,Dubai,urban_dense,2.6,2.0,13.0,5,3,646.9,2975.74,49.595666666666666,0.7771428571428572,0.7394999999999999,4.597577142857143,49.595666666666666,10.787348450198198,8,2.7873484501981984,understaffed
DXB-03,2026-08-09,7,491.2,546.9,600.3,0.135,none,False,Dubai,suburban,3.0,3.4,9.0,5,2,491.2,3143.6800000000003,52.39466666666667,0.7771428571428572,0.7394999999999999,4.597577142857143,52.39466666666667,11.39614737037479,7,4.3961473703747895,understaffed
DXB-04,2026-08-09,7,365.4,406.8,446.5,0.135,none,False,Dubai,industrial_b2b,4.2,4.8,6.5,5,3,365.4,3288.6,54.809999999999995,0.7771428571428572,0.7394999999999999,4.597577142857143,54.809999999999995,11.921496539792386,8,3.921496539792386,understaffed
AUH-01,2026-08-09,7,575.0,640.2,702.7,0.135,none,False,Abu Dhabi,urban_dense,2.6,2.0,13.0,3,3,575.0,2645.0,44.083333333333336,0.7771428571428572,0.7394999999999999,4.597577142857143,44.083333333333336,9.588383612403717,6,3.5883836124037174,understaffed
AUH-02,2026-08-09,7,419.3,466.8,512.4,0.135,none,False,Abu Dhabi,suburban,3.0,3.4,9.0,4,2,419.3,2683.5200000000004,44.72533333333334,0.7771428571428572,0.7394999999999999,4.597577142857143,44.72533333333334,9.728022378660727,6,3.728022378660727,understaffed
AUH-03,2026-08-09,7,311.5,346.8,380.7,0.135,none,False,Abu Dhabi,industrial_b2b,4.2,4.8,6.5,5,2,311.5,2803.5,46.725,0.7771428571428572,0.7394999999999999,4.597577142857143,46.725,10.162961609593127,7,3.162961609593127,understaffed
SHJ-01,2026-08-09,7,467.2,520.2,571.0,0.135,none,False,Sharjah,suburban,3.0,3.4,9.0,4,3,467.2,2990.08,49.834666666666664,0.7771428571428572,0.7394999999999999,4.597577142857143,49.834666666666664,10.8393323522783,7,3.8393323522782996,understaffed
SHJ-02,2026-08-09,7,359.4,400.2,439.2,0.135,none,False,Sharjah,mixed,3.0,3.0,10.0,2,3,359.4,2156.3999999999996,35.93999999999999,0.7771428571428572,0.7394999999999999,4.597577142857143,35.93999999999999,7.817160839995225,5,2.817160839995225,understaffed
AAN-01,2026-08-09,7,227.6,253.4,278.2,0.135,none,False,Al Ain,mixed,3.0,3.0,10.0,2,2,227.6,1365.6,22.759999999999998,0.7771428571428572,0.7394999999999999,4.597577142857143,22.759999999999998,4.950433520264088,4,0.9504335202640881,understaffed
RAK-01,2026-08-09,7,209.7,233.4,256.2,0.135,none,False,Ras Al Khaimah,mixed,3.0,3.0,10.0,2,1,209.7,1258.1999999999998,20.969999999999995,0.7771428571428572,0.7394999999999999,4.597577142857143,20.969999999999995,4.561098019329434,3,1.5610980193294344,understaffed
FUJ-01,2026-08-09,7,179.7,200.1,219.6,0.135,none,False,Fujairah,suburban,3.0,3.4,9.0,2,1,179.7,1150.08,19.168,0.7771428571428572,0.7394999999999999,4.597577142857143,19.168,4.169152447997454,3,1.1691524479974538,understaffed
DXB-01,2026-08-10,8,743.3,827.6,908.4,0.135,none,False,Dubai,urban_dense,2.6,2.0,13.0,5,4,743.3,3419.1799999999994,56.98633333333332,0.7771428571428572,0.7394999999999999,4.597577142857143,56.98633333333332,12.39486180712988,9,3.39486180712988,understaffed
DXB-02,2026-08-10,8,647.4,720.8,791.2,0.135,none,False,Dubai,urban_dense,2.6,2.0,13.0,5,3,647.4,2978.0399999999995,49.63399999999999,0.7771428571428572,0.7394999999999999,4.597577142857143,49.63399999999999,10.795686175078549,8,2.795686175078549,understaffed
DXB-03,2026-08-10,8,491.5,547.3,600.7,0.135,none,False,Dubai,suburban,3.0,3.4,9.0,5,2,491.5,3145.6000000000004,52.42666666666667,0.7771428571428572,0.7394999999999999,4.597577142857143,52.42666666666667,11.403107558100995,7,4.403107558100995,understaffed
