store_id,date,hour,required_courier_hours_hour,shipments_hour
DXB-04,2026-08-02,14,3.8167500000000003,25.445000000000004
DXB-04,2026-08-02,15,4.362,29.080000000000002
DXB-04,2026-08-02,16,4.9072499999999994,32.714999999999996
DXB-04,2026-08-02,17,4.9072499999999994,32.714999999999996
DXB-04,2026-08-02,18,5.452500000000001,36.35
DXB-04,2026-08-02,19,4.9072499999999994,32.714999999999996
DXB-04,2026-08-02,20,3.2714999999999996,21.81
DXB-04,2026-08-02,21,1.6357499999999998,10.905
AUH-01,2026-08-02,8,1.3155999999999999,17.16
AUH-01,2026-08-02,9,2.1926666666666668,28.6
AUH-01,2026-08-02,10,3.5082666666666666,45.76
AUH-01,2026-08-02,11,3.9467999999999996,51.48
AUH-01,2026-08-02,12,3.5082666666666666,45.76
AUH-01,2026-08-02,13,2.6311999999999998,34.32
AUH-01,2026-08-02,14,3.0697333333333336,40.040000000000006
AUH-01,2026-08-02,15,3.5082666666666666,45.76
AUH-01,2026-08-02,16,3.9467999999999996,51.48
AUH-01,2026-08-02,17,3.9467999999999996,51.48
AUH-01,2026-08-02,18,4.3853333333333335,57.2
AUH-01,2026-08-02,19,3.9467999999999996,51.48
AUH-01,2026-08-02,20,2.6311999999999998,34.32
AUH-01,2026-08-02,21,1.3155999999999999,17.16
AUH-02,2026-08-02,8,1.3347200000000004,12.513
AUH-02,2026-08-02,9,2.224533333333334,20.855000000000004
AUH-02,2026-08-02,10,3.5592533333333343,33.368
AUH-02,2026-08-02,11,4.004160000000001,37.539
AUH-02,2026-08-02,12,3.5592533333333343,33.368
AUH-02,2026-08-02,13,2.6694400000000007,25.026
AUH-02,2026-08-02,14,3.1143466666666675,29.197000000000003
AUH-02,2026-08-02,15,3.5592533333333343,33.368
AUH-02,2026-08-02,16,4.004160000000001,37.539
AUH-02,2026-08-02,17,4.004160000000001,37.539
AUH-02,2026-08-02,18,4.449066666666668,41.71000000000001
AUH-02,2026-08-02,19,4.004160000000001,37.539
AUH-02,2026-08-02,20,2.6694400000000007,25.026
AUH-02,2026-08-02,21,1.3347200000000004,12.513
AUH-03,2026-08-02,8,1.3941000000000001,9.294
AUH-03,2026-08-02,9,2.3235000000000006,15.490000000000002
AUH-03,2026-08-02,10,3.7176000000000005,24.784000000000002
AUH-03,2026-08-02,11,4.182300000000001,27.882
AUH-03,2026-08-02,12,3.7176000000000005,24.784000000000002
AUH-03,2026-08-02,13,2.7882000000000002,18.588
AUH-03,2026-08-02,14,3.252900000000001,21.686000000000003
AUH-03,2026-08-02,15,3.7176000000000005,24.784000000000002
AUH-03,2026-08-02,16,4.182300000000001,27.882
AUH-03,2026-08-02,17,4.182300000000001,27.882
AUH-03,2026-08-02,18,4.647000000000001,30.980000000000004
AUH-03,2026-08-02,19,4.182300000000001,27.882
AUH-03,2026-08-02,20,2.7882000000000002,18.588
AUH-03,2026-08-02,21,1.3941000000000001,9.294
SHJ-01,2026-08-02,8,1.48736,13.943999999999999
SHJ-01,2026-08-02,9,2.478933333333334,23.240000000000002
SHJ-01,2026-08-02,10,3.9662933333333337,37.184000000000005
SHJ-01,2026-08-02,11,4.46208,41.832
SHJ-01,2026-08-02,12,3.9662933333333337,37.184000000000005
SHJ-01,2026-08-02,13,2.97472,27.887999999999998
SHJ-01,2026-08-02,14,3.470506666666667,32.536
SHJ-01,2026-08-02,15,3.9662933333333337,37.184000000000005
SHJ-01,2026-08-02,16,4.46208,41.832
SHJ-01,2026-08-02,17,4.46208,41.832
SHJ-01,2026-08-02,18,4.957866666666668,46.480000000000004
SHJ-01,2026-08-02,19,4.46208,41.832
SHJ-01,2026-08-02,20,2.97472,27.887999999999998
SHJ-01,2026-08-02,21,1.48736,13.943999999999999
SHJ-02,2026-08-02,8,1.0725,10.725
SHJ-02,2026-08-02,9,1.7875,17.875
SHJ-02,2026-08-02,10,2.86,28.6
SHJ-02,2026-08-02,11,3.2175,32.175
SHJ-02,2026-08-02,12,2.86,28.6
SHJ-02,2026-08-02,13,2.145,21.45
SHJ-02,2026-08-02,14,2.5025000000000004,25.025000000000002
SHJ-02,2026-08-02,15,2.86,28.6
SHJ-02,2026-08-02,16,3.2175,32.175
SHJ-02,2026-08-02,17,3.2175,32.175
SHJ-02,2026-08-02,18,3.575,35.75
SHJ-02,2026-08-02,19,3.2175,32.175
SHJ-02,2026-08-02,20,2.145,21.45
SHJ-02,2026-08-02,21,1.0725,10.725
AAN-01,2026-08-02,8,0.6792,6.792
AAN-01,2026-08-02,9,1.1320000000000001,11.32
AAN-01,2026-08-02,10,1.8112000000000001,18.112000000000002
AAN-01,2026-08-02,11,2.0376,20.376
AAN-01,2026-08-02,12,1.8112000000000001,18.112000000000002
AAN-01,2026-08-02,13,1.3584,13.584
AAN-01,2026-08-02,14,1.5848000000000002,15.848000000000003
AAN-01,2026-08-02,15,1.8112000000000001,18.112000000000002
AAN-01,2026-08-02,16,2.0376,20.376
AAN-01,2026-08-02,17,2.0376,20.376
AAN-01,2026-08-02,18,2.2640000000000002,22.64
AAN-01,2026-08-02,19,2.0376,20.376
AAN-01,2026-08-02,20,1.3584,13.584
AAN-01,2026-08-02,21,0.6792,6.792
RAK-01,2026-08-02,8,0.6255000000000001,6.255
RAK-01,2026-08-02,9,1.0425000000000002,10.425
RAK-01,2026-08-02,10,1.6680000000000001,16.68
RAK-01,2026-08-02,11,1.8765,18.765
RAK-01,2026-08-02,12,1.6680000000000001,16.68
RAK-01,2026-08-02,13,1.2510000000000001,12.51
RAK-01,2026-08-02,14,1.4595000000000002,14.595
RAK-01,2026-08-02,15,1.6680000000000001,16.68
RAK-01,2026-08-02,16,1.8765,18.765
RAK-01,2026-08-02,17,1.8765,18.765
RAK-01,2026-08-02,18,2.0850000000000004,20.85
RAK-01,2026-08-02,19,1.8765,18.765
RAK-01,2026-08-02,20,1.2510000000000001,12.51
RAK-01,2026-08-02,21,0.6255000000000001,6.255
FUJ-01,2026-08-02,8,0.5721600000000001,5.364
FUJ-01,2026-08-02,9,0.9536000000000002,8.940000000000001
FUJ-01,2026-08-02,10,1.5257600000000002,14.304000000000002
FUJ-01,2026-08-02,11,1.7164800000000002,16.092
FUJ-01,2026-08-02,12,1.5257600000000002,14.304000000000002
FUJ-01,2026-08-02,13,1.1443200000000002,10.728
FUJ-01,2026-08-02,14,1.3350400000000002,12.516000000000002
FUJ-01,2026-08-02,15,1.5257600000000002,14.304000000000002
FUJ-01,2026-08-02,16,1.7164800000000002,16.092
FUJ-01,2026-08-02,17,1.7164800000000002,16.092
FUJ-01,2026-08-02,18,1.9072000000000005,17.880000000000003
FUJ-01,2026-08-02,19,1.7164800000000002,16.092
FUJ-01,2026-08-02,20,1.1443200000000002,10.728
FUJ-01,2026-08-02,21,0.5721600000000001,5.364
DXB-01,2026-08-03,8,1.7006199999999998,22.182
DXB-01,2026-08-03,9,2.8343666666666665,36.97
DXB-01,2026-08-03,10,4.534986666666667,59.152
DXB-01,2026-08-03,11,5.101859999999999,66.54599999999999
DXB-01,2026-08-03,12,4.534986666666667,59.152
DXB-01,2026-08-03,13,3.4012399999999996,44.364
DXB-01,2026-08-03,14,3.968113333333333,51.758
DXB-01,2026-08-03,15,4.534986666666667,59.152
DXB-01,2026-08-03,16,5.101859999999999,66.54599999999999
DXB-01,2026-08-03,17,5.101859999999999,66.54599999999999
DXB-01,2026-08-03,18,5.668733333333333,73.94
DXB-01,2026-08-03,19,5.101859999999999,66.54599999999999
DXB-01,2026-08-03,20,3.4012399999999996,44.364
DXB-01,2026-08-03,21,1.7006199999999998,22.182
DXB-02,2026-08-03,8,1.4811999999999999,19.32
DXB-02,2026-08-03,9,2.4686666666666666,32.2
DXB-02,2026-08-03,10,3.9498666666666664,51.52
DXB-02,2026-08-03,11,4.443599999999999,57.96
DXB-02,2026-08-03,12,3.9498666666666664,51.52
DXB-02,2026-08-03,13,2.9623999999999997,38.64
DXB-02,2026-08-03,14,3.4561333333333333,45.080000000000005
DXB-02,2026-08-03,15,3.9498666666666664,51.52
DXB-02,2026-08-03,16,4.443599999999999,57.96
DXB-02,2026-08-03,17,4.443599999999999,57.96
DXB-02,2026-08-03,18,4.937333333333333,64.4
DXB-02,2026-08-03,19,4.443599999999999,57.96
DXB-02,2026-08-03,20,2.9623999999999997,38.64
DXB-02,2026-08-03,21,1.4811999999999999,19.32
DXB-03,2026-08-03,8,1.5648,14.67
DXB-03,2026-08-03,9,2.6080000000000005,24.450000000000003
DXB-03,2026-08-03,10,4.1728000000000005,39.12
DXB-03,2026-08-03,11,4.6944,44.01
DXB-03,2026-08-03,12,4.1728000000000005,39.12
DXB-03,2026-08-03,13,3.1296,29.34
DXB-03,2026-08-03,14,3.6512000000000007,34.230000000000004
DXB-03,2026-08-03,15,4.1728000000000005,39.12
DXB-03,2026-08-03,16,4.6944,44.01
DXB-03,2026-08-03,17,4.6944,44.01
DXB-03,2026-08-03,18,5.216000000000001,48.900000000000006
DXB-03,2026-08-03,19,4.6944,44.01
DXB-03,2026-08-03,20,3.1296,29.34
DXB-03,2026-08-03,21,1.5648,14.67
DXB-04,2026-08-03,8,1.6366499999999997,10.911
DXB-04,2026-08-03,9,2.72775,18.185
DXB-04,2026-08-03,10,4.3644,29.096
DXB-04,2026-08-03,11,4.909949999999999,32.733
DXB-04,2026-08-03,12,4.3644,29.096
DXB-04,2026-08-03,13,3.2732999999999994,21.822
DXB-04,2026-08-03,14,3.81885,25.459000000000003
DXB-04,2026-08-03,15,4.3644,29.096
DXB-04,2026-08-03,16,4.909949999999999,32.733
DXB-04,2026-08-03,17,4.909949999999999,32.733
DXB-04,2026-08-03,18,5.4555,36.37
DXB-04,2026-08-03,19,4.909949999999999,32.733
DXB-04,2026-08-03,20,3.2732999999999994,21.822
DXB-04,2026-08-03,21,1.6366499999999997,10.911
AUH-01,2026-08-03,8,1.3165199999999997,17.171999999999997
AUH-01,2026-08-03,9,2.1942,28.62
AUH-01,2026-08-03,10,3.5107199999999996,45.792
AUH-01,2026-08-03,11,3.949559999999999,51.516
AUH-01,2026-08-03,12,3.5107199999999996,45.792
AUH-01,2026-08-03,13,2.6330399999999994,34.343999999999994
AUH-01,2026-08-03,14,3.0718799999999997,40.068000000000005
AUH-01,2026-08-03,15,3.5107199999999996,45.792
AUH-01,2026-08-03,16,3.949559999999999,51.516
AUH-01,2026-08-03,17,3.949559999999999,51.516
AUH-01,2026-08-03,18,4.3884,57.24
AUH-01,2026-08-03,19,3.949559999999999,51.516
AUH-01,2026-08-03,20,2.6330399999999994,34.343999999999994
AUH-01,2026-08-03,21,1.3165199999999997,17.171999999999997
AUH-02,2026-08-03,8,1.33568,12.521999999999998
AUH-02,2026-08-03,9,2.2261333333333333,20.87
AUH-02,2026-08-03,10,3.5618133333333333,33.391999999999996
AUH-02,2026-08-03,11,4.00704,37.565999999999995
AUH-02,2026-08-03,12,3.5618133333333333,33.391999999999996
AUH-02,2026-08-03,13,2.67136,25.043999999999997
AUH-02,2026-08-03,14,3.116586666666667,29.218
AUH-02,2026-08-03,15,3.5618133333333333,33.391999999999996
AUH-02,2026-08-03,16,4.00704,37.565999999999995
AUH-02,2026-08-03,17,4.00704,37.565999999999995
AUH-02,2026-08-03,18,4.452266666666667,41.74
AUH-02,2026-08-03,19,4.00704,37.565999999999995
AUH-02,2026-08-03,20,2.67136,25.043999999999997
AUH-02,2026-08-03,21,1.33568,12.521999999999998
AUH-03,2026-08-03,8,1.3954499999999999,9.303
AUH-03,2026-08-03,9,2.32575,15.505000000000003
AUH-03,2026-08-03,10,3.7212,24.808000000000003
AUH-03,2026-08-03,11,4.18635,27.909000000000002
AUH-03,2026-08-03,12,3.7212,24.808000000000003
AUH-03,2026-08-03,13,2.7908999999999997,18.606
AUH-03,2026-08-03,14,3.2560500000000006,21.707000000000004
AUH-03,2026-08-03,15,3.7212,24.808000000000003
AUH-03,2026-08-03,16,4.18635,27.909000000000002
AUH-03,2026-08-03,17,4.18635,27.909000000000002
AUH-03,2026-08-03,18,4.6515,31.010000000000005
AUH-03,2026-08-03,19,4.18635,27.909000000000002
AUH-03,2026-08-03,20,2.7908999999999997,18.606
AUH-03,2026-08-03,21,1.3954499999999999,9.303
SHJ-01,2026-08-03,8,1.48832,13.953
SHJ-01,2026-08-03,9,2.4805333333333337,23.255000000000003
SHJ-01,2026-08-03,10,3.968853333333334,37.208000000000006
SHJ-01,2026-08-03,11,4.4649600000000005,41.859
SHJ-01,2026-08-03,12,3.968853333333334,37.208000000000006
SHJ-01,2026-08-03,13,2.97664,27.906
SHJ-01,2026-08-03,14,3.4727466666666675,32.557
SHJ-01,2026-08-03,15,3.968853333333334,37.208000000000006
SHJ-01,2026-08-03,16,4.4649600000000005,41.859
SHJ-01,2026-08-03,17,4.4649600000000005,41.859
SHJ-01,2026-08-03,18,4.961066666666667,46.510000000000005
SHJ-01,2026-08-03,19,4.4649600000000005,41.859
SHJ-01,2026-08-03,20,2.97664,27.906
SHJ-01,2026-08-03,21,1.48832,13.953
SHJ-02,2026-08-03,8,1.0734,10.734
SHJ-02,2026-08-03,9,1.7890000000000001,17.89
SHJ-02,2026-08-03,10,2.8624,28.624000000000002
SHJ-02,2026-08-03,11,3.2202,32.202
SHJ-02,2026-08-03,12,2.8624,28.624000000000002
SHJ-02,2026-08-03,13,2.1468,21.468
SHJ-02,2026-08-03,14,2.5046000000000004,25.046000000000003
SHJ-02,2026-08-03,15,2.8624,28.624000000000002
SHJ-02,2026-08-03,16,3.2202,32.202
SHJ-02,2026-08-03,17,3.2202,32.202
SHJ-02,2026-08-03,18,3.5780000000000003,35.78
SHJ-02,2026-08-03,19,3.2202,32.202
SHJ-02,2026-08-03,20,2.1468,21.468
SHJ-02,2026-08-03,21,1.0734,10.734
AAN-01,2026-08-03,8,0.6798,6.797999999999999
AAN-01,2026-08-03,9,1.133,11.33
AAN-01,2026-08-03,10,1.8128,18.128
AAN-01,2026-08-03,11,2.0394,20.394
AAN-01,2026-08-03,12,1.8128,18.128
AAN-01,2026-08-03,13,1.3596,13.595999999999998
AAN-01,2026-08-03,14,1.5862,15.862000000000002
AAN-01,2026-08-03,15,1.8128,18.128
AAN-01,2026-08-03,16,2.0394,20.394
AAN-01,2026-08-03,17,2.0394,20.394
AAN-01,2026-08-03,18,2.266,22.66
AAN-01,2026-08-03,19,2.0394,20.394
AAN-01,2026-08-03,20,1.3596,13.595999999999998
AAN-01,2026-08-03,21,0.6798,6.797999999999999
RAK-01,2026-08-03,8,0.6260999999999999,6.260999999999999
RAK-01,2026-08-03,9,1.0434999999999999,10.435
RAK-01,2026-08-03,10,1.6695999999999998,16.695999999999998
RAK-01,2026-08-03,11,1.8782999999999996,18.782999999999998
RAK-01,2026-08-03,12,1.6695999999999998,16.695999999999998
RAK-01,2026-08-03,13,1.2521999999999998,12.521999999999998
RAK-01,2026-08-03,14,1.4608999999999999,14.609
RAK-01,2026-08-03,15,1.6695999999999998,16.695999999999998
RAK-01,2026-08-03,16,1.8782999999999996,18.782999999999998
RAK-01,2026-08-03,17,1.8782999999999996,18.782999999999998
RAK-01,2026-08-03,18,2.0869999999999997,20.87
RAK-01,2026-08-03,19,1.8782999999999996,18.782999999999998
RAK-01,2026-08-03,20,1.2521999999999998,12.521999999999998
RAK-01,2026-08-03,21,0.6260999999999999,6.260999999999999
FUJ-01,2026-08-03,8,0.57248,5.367
FUJ-01,2026-08-03,9,0.9541333333333335,8.945
FUJ-01,2026-08-03,10,1.5266133333333336,14.312000000000001
FUJ-01,2026-08-03,11,1.71744,16.101
FUJ-01,2026-08-03,12,1.5266133333333336,14.312000000000001
FUJ-01,2026-08-03,13,1.14496,10.734
FUJ-01,2026-08-03,14,1.335786666666667,12.523000000000001
FUJ-01,2026-08-03,15,1.5266133333333336,14.312000000000001
FUJ-01,2026-08-03,16,1.71744,16.101
FUJ-01,2026-08-03,17,1.71744,16.101
FUJ-01,2026-08-03,18,1.908266666666667,17.89
FUJ-01,2026-08-03,19,1.71744,16.101
FUJ-01,2026-08-03,20,1.14496,10.734
FUJ-01,2026-08-03,21,0.57248,5.367
DXB-01,2026-08-04,8,1.7019999999999997,22.2
DXB-01,2026-08-04,9,2.8366666666666664,37.0
DXB-01,2026-08-04,10,4.538666666666666,59.2
DXB-01,2026-08-04,11,5.105999999999999,66.6
DXB-01,2026-08-04,12,4.538666666666666,59.2
DXB-01,2026-08-04,13,3.4039999999999995,44.4
DXB-01,2026-08-04,14,3.9713333333333334,51.800000000000004
DXB-01,2026-08-04,15,4.538666666666666,59.2
DXB-01,2026-08-04,16,5.105999999999999,66.6
DXB-01,2026-08-04,17,5.105999999999999,66.6
DXB-01,2026-08-04,18,5.673333333333333,74.0
DXB-01,2026-08-04,19,5.105999999999999,66.6
DXB-01,2026-08-04,20,3.4039999999999995,44.4
DXB-01,2026-08-04,21,1.7019999999999997,22.2
DXB-02,2026-08-04,8,1.4823499999999998,19.335
DXB-02,2026-08-04,9,2.4705833333333334,32.225
DXB-02,2026-08-04,10,3.952933333333333,51.56
DXB-02,2026-08-04,11,4.447049999999999,58.004999999999995
DXB-02,2026-08-04,12,3.952933333333333,51.56
DXB-02,2026-08-04,13,2.9646999999999997,38.67
DXB-02,2026-08-04,14,3.458816666666667,45.115
DXB-02,2026-08-04,15,3.952933333333333,51.56
DXB-02,2026-08-04,16,4.447049999999999,58.004999999999995
DXB-02,2026-08-04,17,4.447049999999999,58.004999999999995
DXB-02,2026-08-04,18,4.941166666666667,64.45
DXB-02,2026-08-04,19,4.447049999999999,58.004999999999995
DXB-02,2026-08-04,20,2.9646999999999997,38.67
DXB-02,2026-08-04,21,1.4823499999999998,19.335
DXB-03,2026-08-04,8,1.5657600000000003,14.679
DXB-03,2026-08-04,9,2.6096000000000004,24.465000000000003
DXB-03,2026-08-04,10,4.17536,39.144
DXB-03,2026-08-04,11,4.69728,44.037
DXB-03,2026-08-04,12,4.17536,39.144
DXB-03,2026-08-04,13,3.1315200000000005,29.358
DXB-03,2026-08-04,14,3.6534400000000007,34.251000000000005
DXB-03,2026-08-04,15,4.17536,39.144
DXB-03,2026-08-04,16,4.69728,44.037
DXB-03,2026-08-04,17,4.69728,44.037
DXB-03,2026-08-04,18,5.219200000000001,48.93000000000001
DXB-03,2026-08-04,19,4.69728,44.037
DXB-03,2026-08-04,20,3.1315200000000005,29.358
DXB-03,2026-08-04,21,1.5657600000000003,14.679
DXB-04,2026-08-04,8,1.638,10.92
DXB-04,2026-08-04,9,2.7300000000000004,18.2
DXB-04,2026-08-04,10,4.368,29.12
DXB-04,2026-08-04,11,4.914,32.76
DXB-04,2026-08-04,12,4.368,29.12
DXB-04,2026-08-04,13,3.276,21.84
DXB-04,2026-08-04,14,3.8220000000000005,25.480000000000004
DXB-04,2026-08-04,15,4.368,29.12
DXB-04,2026-08-04,16,4.914,32.76
DXB-04,2026-08-04,17,4.914,32.76
DXB-04,2026-08-04,18,5.460000000000001,36.4
DXB-04,2026-08-04,19,4.914,32.76
DXB-04,2026-08-04,20,3.276,21.84
DXB-04,2026-08-04,21,1.638,10.92
AUH-01,2026-08-04,8,1.3176699999999997,17.186999999999998
AUH-01,2026-08-04,9,2.1961166666666663,28.645
AUH-01,2026-08-04,10,3.5137866666666664,45.832
AUH-01,2026-08-04,11,3.9530099999999995,51.56099999999999
AUH-01,2026-08-04,12,3.5137866666666664,45.832
AUH-01,2026-08-04,13,2.6353399999999993,34.373999999999995
AUH-01,2026-08-04,14,3.0745633333333333,40.103
AUH-01,2026-08-04,15,3.5137866666666664,45.832
AUH-01,2026-08-04,16,3.9530099999999995,51.56099999999999
AUH-01,2026-08-04,17,3.9530099999999995,51.56099999999999
AUH-01,2026-08-04,18,4.3922333333333325,57.29
AUH-01,2026-08-04,19,3.9530099999999995,51.56099999999999
AUH-01,2026-08-04,20,2.6353399999999993,34.373999999999995
AUH-01,2026-08-04,21,1.3176699999999997,17.186999999999998
AUH-02,2026-08-04,8,1.33664,12.530999999999999
AUH-02,2026-08-04,9,2.2277333333333336,20.885
AUH-02,2026-08-04,10,3.5643733333333336,33.416
AUH-02,2026-08-04,11,4.00992,37.592999999999996
AUH-02,2026-08-04,12,3.5643733333333336,33.416
AUH-02,2026-08-04,13,2.67328,25.061999999999998
AUH-02,2026-08-04,14,3.118826666666667,29.239
AUH-02,2026-08-04,15,3.5643733333333336,33.416
AUH-02,2026-08-04,16,4.00992,37.592999999999996
AUH-02,2026-08-04,17,4.00992,37.592999999999996
AUH-02,2026-08-04,18,4.455466666666667,41.77
AUH-02,2026-08-04,19,4.00992,37.592999999999996
AUH-02,2026-08-04,20,2.67328,25.061999999999998
AUH-02,2026-08-04,21,1.33664,12.530999999999999
AUH-03,2026-08-04,8,1.39635,9.309
AUH-03,2026-08-04,9,2.3272500000000003,15.515
AUH-03,2026-08-04,10,3.7236000000000002,24.824
AUH-03,2026-08-04,11,4.18905,27.927
AUH-03,2026-08-04,12,3.7236000000000002,24.824
AUH-03,2026-08-04,13,2.7927,18.618
AUH-03,2026-08-04,14,3.2581500000000005,21.721000000000004
AUH-03,2026-08-04,15,3.7236000000000002,24.824
AUH-03,2026-08-04,16,4.18905,27.927
AUH-03,2026-08-04,17,4.18905,27.927
AUH-03,2026-08-04,18,4.6545000000000005,31.03
AUH-03,2026-08-04,19,4.18905,27.927
AUH-03,2026-08-04,20,2.7927,18.618
AUH-03,2026-08-04,21,1.39635,9.309
SHJ-01,2026-08-04,8,1.4896,13.965
SHJ-01,2026-08-04,9,2.482666666666667,23.275000000000002
SHJ-01,2026-08-04,10,3.972266666666667,37.24
SHJ-01,2026-08-04,11,4.4688,41.894999999999996
SHJ-01,2026-08-04,12,3.972266666666667,37.24
SHJ-01,2026-08-04,13,2.9792,27.93
SHJ-01,2026-08-04,14,3.475733333333334,32.585
SHJ-01,2026-08-04,15,3.972266666666667,37.24
SHJ-01,2026-08-04,16,4.4688,41.894999999999996
SHJ-01,2026-08-04,17,4.4688,41.894999999999996
SHJ-01,2026-08-04,18,4.965333333333334,46.550000000000004
SHJ-01,2026-08-04,19,4.4688,41.894999999999996
SHJ-01,2026-08-04,20,2.9792,27.93
SHJ-01,2026-08-04,21,1.4896,13.965
SHJ-02,2026-08-04,8,1.0743000000000003,10.743
SHJ-02,2026-08-04,9,1.7905000000000006,17.905
SHJ-02,2026-08-04,10,2.8648000000000007,28.648000000000003
SHJ-02,2026-08-04,11,3.2229000000000005,32.229
SHJ-02,2026-08-04,12,2.8648000000000007,28.648000000000003
SHJ-02,2026-08-04,13,2.1486000000000005,21.486
SHJ-02,2026-08-04,14,2.506700000000001,25.067000000000004
SHJ-02,2026-08-04,15,2.8648000000000007,28.648000000000003
SHJ-02,2026-08-04,16,3.2229000000000005,32.229
SHJ-02,2026-08-04,17,3.2229000000000005,32.229
SHJ-02,2026-08-04,18,3.5810000000000013,35.81
SHJ-02,2026-08-04,19,3.2229000000000005,32.229
SHJ-02,2026-08-04,20,2.1486000000000005,21.486
SHJ-02,2026-08-04,21,1.0743000000000003,10.743
AAN-01,2026-08-04,8,0.6804000000000001,6.804
AAN-01,2026-08-04,9,1.1340000000000001,11.340000000000002
AAN-01,2026-08-04,10,1.8144000000000002,18.144000000000002
AAN-01,2026-08-04,11,2.0412000000000003,20.412
AAN-01,2026-08-04,12,1.8144000000000002,18.144000000000002
AAN-01,2026-08-04,13,1.3608000000000002,13.608
AAN-01,2026-08-04,14,1.5876000000000003,15.876000000000003
AAN-01,2026-08-04,15,1.8144000000000002,18.144000000000002
AAN-01,2026-08-04,16,2.0412000000000003,20.412
AAN-01,2026-08-04,17,2.0412000000000003,20.412
AAN-01,2026-08-04,18,2.2680000000000002,22.680000000000003
AAN-01,2026-08-04,19,2.0412000000000003,20.412
AAN-01,2026-08-04,20,1.3608000000000002,13.608
AAN-01,2026-08-04,21,0.6804000000000001,6.804
RAK-01,2026-08-04,8,0.6267,6.267
RAK-01,2026-08-04,9,1.0445,10.445
RAK-01,2026-08-04,10,1.6712,16.712
RAK-01,2026-08-04,11,1.8800999999999999,18.801
RAK-01,2026-08-04,12,1.6712,16.712
RAK-01,2026-08-04,13,1.2534,12.534
RAK-01,2026-08-04,14,1.4623000000000002,14.623000000000001
RAK-01,2026-08-04,15,1.6712,16.712
RAK-01,2026-08-04,16,1.8800999999999999,18.801
RAK-01,2026-08-04,17,1.8800999999999999,18.801
RAK-01,2026-08-04,18,2.089,20.89
RAK-01,2026-08-04,19,1.8800999999999999,18.801
RAK-01,2026-08-04,20,1.2534,12.534
RAK-01,2026-08-04,21,0.6267,6.267
FUJ-01,2026-08-04,8,0.5728000000000001,5.37
FUJ-01,2026-08-04,9,0.9546666666666669,8.950000000000001
FUJ-01,2026-08-04,10,1.527466666666667,14.32
FUJ-01,2026-08-04,11,1.7184000000000004,16.11
FUJ-01,2026-08-04,12,1.527466666666667,14.32
FUJ-01,2026-08-04,13,1.1456000000000002,10.74
FUJ-01,2026-08-04,14,1.3365333333333338,12.530000000000001
