store_id,date,archetype,forecast_p50,engine_required_headcount,existing_permanent,existing_outsourced,effective_hours_per_head,actual_shipments,true_required_headcount,trailing_avg_shipments,baseline_required_headcount,engine_error,baseline_error,engine_abs_pct_error,baseline_abs_pct_error,engine_over_hours,engine_under_hours,baseline_over_hours,baseline_under_hours,dow,is_weekend
RAK-01,2026-03-01,mixed,197.75,4.301178508928926,2,1,4.597577142857143,207,4.502371435389571,201.53571428571428,4.310924369747899,-0.2011929264606449,-0.1914470656416718,0.044685990338164214,0.04252138420585611,0.0,1.6095434116851592,0.0,1.5315765251333744,6,False
FUJ-01,2026-03-01,suburban,166.0,3.8513038751673756,2,1,4.597577142857143,198,4.593723899296027,174.57142857142858,3.7341482047364405,-0.7424200241286512,-0.8595756945595863,0.16161616161616169,0.18711958171698423,0.0,5.939360193029209,0.0,6.87660555647669,6,False
DXB-01,2026-03-02,urban_dense,612.25,10.20954411598987,5,4,4.597577142857143,788,13.140254411433267,710.3571428571429,15.194805194805195,-2.9307102954433972,2.054550783371928,0.22303299492385792,0.15635547981356238,0.0,23.445682363547178,16.436406266975425,-0.0,0,False
DXB-02,2026-03-02,urban_dense,567.5,9.46331773919845,5,3,4.597577142857143,686,11.439358535841652,626.8928571428571,13.409472880061115,-1.9760407966432023,1.9701143442194624,0.17274052478134122,0.17222244919124838,0.0,15.808326373145619,15.7609147537557,-0.0,0,False
DXB-03,2026-03-02,suburban,422.25,9.796464224635086,5,2,4.597577142857143,508,11.785917883042332,467.25,9.994652406417112,-1.9894536584072462,-1.7912654766252203,0.16879921259842537,0.1519835361488906,0.0,15.91562926725797,0.0,14.330123813001762,0,False
DXB-04,2026-03-02,industrial_b2b,333.0,10.864418028874836,5,3,4.597577142857143,435,14.192257785467127,351.92857142857144,7.527883880825057,-3.327839756592292,-6.66437390464207,0.23448275862068965,0.4695781323438466,0.0,26.622718052738335,0.0,53.31499123713656,0,False
AUH-01,2026-03-02,urban_dense,539.75,9.000574008338967,3,3,4.597577142857143,556,9.271550066950375,555.1428571428571,11.874713521772344,-0.2709760586114083,2.603163454821969,0.029226618705035855,0.28076895837528587,0.0,2.167808468891266,20.82530763857575,-0.0,0,False
AUH-02,2026-03-02,suburban,355.5,8.24782245555423,4,2,4.597577142857143,339,7.865012130612893,401.7857142857143,8.594346829640948,0.38281032494133704,0.7293346990280547,0.04867256637168161,0.09273154153053037,3.0624825995306963,-0.0,5.834677592224438,-0.0,0,False
AUH-03,2026-03-02,industrial_b2b,287.0,9.363627550411644,5,2,4.597577142857143,351,11.451683868273474,305.42857142857144,6.533231474407946,-2.088056317861829,-4.918452393865528,0.18233618233618226,0.4294959981817123,0.0,16.704450542894634,0.0,39.347619150924224,0,False
SHJ-01,2026-03-02,suburban,398.25,9.2396492065386,4,3,4.597577142857143,441,10.231475957522967,446.2142857142857,9.544690603514134,-0.9918267509843677,-0.6867853540088333,0.09693877551020393,0.06712475862330068,0.0,7.934614007874941,0.0,5.494282832070667,0,False
SHJ-02,2026-03-02,mixed,319.75,6.954750079545002,2,3,4.597577142857143,358,7.786710018693074,349.25,7.470588235294118,-0.8319599391480716,-0.31612178339895625,0.10684357541899425,0.04059760574620889,0.0,6.655679513184573,0.0,2.52897426719165,0,False
AAN-01,2026-03-02,mixed,195.75,4.257677335640138,2,2,4.597577142857143,251,5.459397247742911,219.39285714285714,4.6928953399541635,-1.2017199121027726,-0.7665019077887472,0.22011952191235068,0.1404004641914716,0.0,9.613759296822181,0.0,6.132015262309977,0,False
RAK-01,2026-03-02,mixed,179.75,3.909667949329833,2,1,4.597577142857143,177,3.8498538360577492,202.14285714285714,4.323911382734912,0.05981411327208397,0.4740575466771628,0.015536723163841885,0.12313650514134786,0.47851290617667175,-0.0,3.7924603734173026,-0.0,0,False
FUJ-01,2026-03-02,suburban,161.0,3.7353007463972743,2,1,4.597577142857143,157,3.6424982433811923,175.57142857142858,3.755538579067991,0.09280250301608195,0.11304033568679861,0.025477707006369595,0.03103373787268256,0.7424200241286556,-0.0,0.9043226854943889,-0.0,0,False
DXB-01,2026-03-03,urban_dense,739.0,12.323157373158862,5,4,4.597577142857143,627,10.455506999960226,715.9642857142857,15.31474407944996,1.8676503731986358,4.859237079489734,0.17862838915470483,0.46475384498410444,14.941202985589086,-0.0,38.87389663591787,-0.0,1,False
DXB-02,2026-03-03,urban_dense,590.0,9.838515358814249,5,3,4.597577142857143,592,9.871866258335652,633.0357142857143,13.540870893812071,-0.033350899521403576,3.669004635476419,0.003378378378378312,0.3716627170043322,0.0,0.2668071961712286,29.352037083811354,-0.0,1,False
DXB-03,2026-03-03,suburban,448.25,10.399680494239616,5,2,4.597577142857143,504,11.69311538002625,471.42857142857144,10.084033613445378,-1.293434885786633,-1.6090817665808714,0.11061507936507929,0.13760932944606413,0.0,10.347479086293063,0.0,12.872654132646971,1,False
DXB-04,2026-03-03,industrial_b2b,325.25,10.611567459133754,5,3,4.597577142857143,377,12.299956747404842,355.60714285714283,7.606569900687547,-1.6883892882710878,-4.693386846717295,0.13726790450928372,0.38157750820607955,0.0,13.507114306168702,0.0,37.54709477373836,1,False
AUH-01,2026-03-03,urban_dense,512.5,8.546168002359833,3,3,4.597577142857143,581,9.688436310967928,556.1785714285714,11.89686783804431,-1.1422683086080951,2.2084315270763817,0.11790017211703963,0.22794509415067282,0.0,9.138146468864761,17.667452216611053,-0.0,1,False
AUH-02,2026-03-03,suburban,382.25,8.868439194474274,4,2,4.597577142857143,361,8.37542589720134,400.39285714285717,8.564553093964859,0.49301329727293286,0.1891271967635184,0.05886426592797793,0.02258120352144904,3.944106378183463,-0.0,1.5130175741081473,-0.0,1,False
AUH-03,2026-03-03,industrial_b2b,294.5,9.608321650161077,5,2,4.597577142857143,243,7.928088831881637,309.0,6.609625668449198,1.68023281827944,-1.3184631634324395,0.2119341563786006,0.16630277376944047,13.44186254623552,-0.0,0.0,10.547705307459516,1,False
SHJ-01,2026-03-03,suburban,452.75,10.504083310132707,4,3,4.597577142857143,463,10.741889724111417,447.32142857142856,9.568372803666922,-0.23780641397870994,-1.173516920444495,0.022138228941684802,0.10924678530355793,0.0,1.9024513118296795,0.0,9.38813536355596,1,False
SHJ-02,2026-03-03,mixed,336.75,7.324510052499701,2,3,4.597577142857143,339,7.373448872449587,350.89285714285717,7.505729564553095,-0.04893881994988636,0.13228069210350757,0.006637168141592882,0.017940138243551913,0.0,0.39151055959909087,1.0582455368280606,-0.0,1,False
AAN-01,2026-03-03,mixed,221.25,4.812317295072186,2,2,4.597577142857143,234,5.089637274788211,221.25,4.732620320855615,-0.2773199797160242,-0.3570169539325958,0.05448717948717947,0.07014585414585403,0.0,2.2185598377281934,0.0,2.8561356314607664,1,False
RAK-01,2026-03-03,mixed,197.75,4.301178508928926,2,1,4.597577142857143,220,4.785129061766694,201.53571428571428,4.310924369747899,-0.48395055283776856,-0.47420469201879545,0.10113636363636376,0.0990996660482375,0.0,3.8716044227021484,0.0,3.7936375361503636,1,False
FUJ-01,2026-03-03,suburban,178.75,4.147111853531134,2,1,4.597577142857143,179,4.152912009969641,175.57142857142858,3.755538579067991,-0.005800156438506399,-0.3973734309016499,0.0013966480446930538,0.09568549248038483,0.0,0.04640125150805119,0.0,3.178987447213199,1,False
DXB-01,2026-03-04,urban_dense,662.5,11.04748546646515,5,4,4.597577142857143,783,13.056877162629755,714.1785714285714,15.276546982429336,-2.009391696164606,2.219669819799581,0.15389527458492985,0.17000005377645158,0.0,16.075133569316847,17.757358558396646,-0.0,2,False
DXB-02,2026-03-04,urban_dense,588.5,9.813502184173196,5,3,4.597577142857143,652,10.872393243977779,634.2142857142857,13.566080977845683,-1.0588910598045835,2.693687733867904,0.09739263803680974,0.24775481105412905,0.0,8.471128478436668,21.54950187094323,-0.0,2,False
DXB-03,2026-03-04,suburban,441.25,10.237276113961473,5,2,4.597577142857143,508,11.785917883042332,473.9642857142857,10.138273491214667,-1.5486417690808594,-1.647644391827665,0.13139763779527575,0.13979771522066248,0.0,12.389134152646875,0.0,13.18115513462132,2,False
DXB-04,2026-03-04,industrial_b2b,332.25,10.839948618899891,5,3,4.597577142857143,338,11.027547428707791,357.2142857142857,7.640947288006112,-0.18759880980790022,-3.3866001407016793,0.017011834319526756,0.3071036567827776,0.0,1.5007904784632018,0.0,27.092801125613434,2,False
AUH-01,2026-03-04,urban_dense,554.0,9.238199167428972,3,3,4.597577142857143,558,9.304900966471779,561.6071428571429,12.012987012987013,-0.06670179904280715,2.708086046515234,0.0071684587813618675,0.29103867480946255,0.0,0.5336143923424572,21.664688372121873,-0.0,2,False
AUH-02,2026-03-04,suburban,398.25,9.2396492065386,4,2,4.597577142857143,421,9.76746344244256,400.7857142857143,8.572956455309397,-0.5278142359039606,-1.1945069871331633,0.05403800475059362,0.12229449274851359,0.0,4.222513887231685,0.0,9.556055897065306,2,False
AUH-03,2026-03-04,industrial_b2b,285.75,9.322845200453406,5,2,4.597577142857143,330,10.766540388975061,308.5357142857143,6.599694423223835,-1.4436951885216551,-4.166845965751226,0.134090909090909,0.38701809636251183,0.0,11.549561508173241,0.0,33.33476772600981,2,False
SHJ-01,2026-03-04,suburban,397.75,9.228048893661589,4,3,4.597577142857143,445,10.32427846053905,450.35714285714283,9.633307868601985,-1.0962295668774615,-0.6909705919370648,0.10617977528089893,0.06692676825582133,0.0,8.769836535019692,0.0,5.527764735496518,2,False
SHJ-02,2026-03-04,mixed,314.25,6.835121853000834,2,3,4.597577142857143,371,8.069467645070198,352.25,7.53475935828877,-1.2343457920693632,-0.5347082867814272,0.15296495956873316,0.06626314278713187,0.0,9.874766336554906,0.0,4.277666294251418,2,False
AAN-01,2026-03-04,mixed,204.75,4.453432615439685,2,2,4.597577142857143,219,4.7633784751223,221.67857142857142,4.741787624140565,-0.3099458596826148,-0.021590850981734633,0.0650684931506848,0.004532675934632779,0.0,2.4795668774609183,0.0,0.17272680785387706,2,False
RAK-01,2026-03-04,mixed,188.25,4.094547935807182,2,1,4.597577142857143,205,4.458870262100783,203.46428571428572,4.352177234530176,-0.3643223262936006,-0.10669302757060706,0.08170731707317075,0.023928264627358538,0.0,2.914578610348805,0.0,0.8535442205648565,2,False
FUJ-01,2026-03-04,suburban,168.5,3.909305439552427,2,1,4.597577142857143,191,4.431319519017884,175.96428571428572,3.7639419404125287,-0.5220140794654569,-0.6673775786053553,0.1178010471204187,0.150604707185111,0.0,4.176112635723655,0.0,5.339020628842842,2,False
DXB-01,2026-03-05,urban_dense,688.75,11.48521602268358,5,4,4.597577142857143,602,10.038620755942672,722.7857142857143,15.460656990068756,1.4465952667409088,5.422036234126084,0.14410299003322263,0.5401176482253642,11.57276213392727,-0.0,43.37628987300867,-0.0,3,False
DXB-02,2026-03-05,urban_dense,623.75,10.401311788237944,5,3,4.597577142857143,565,9.421629114796696,638.2142857142857,13.651642475171887,0.979682673441248,4.230013360375191,0.10398230088495561,0.44896835874508606,7.837461387529984,-0.0,33.840106883001525,-0.0,3,False
DXB-03,2026-03-05,suburban,413.0,9.581858436410398,5,2,4.597577142857143,421,9.76746344244256,476.7857142857143,10.198624904507257,-0.18560500603216212,0.4311614620646971,0.01900237529691206,0.04414262357933905,0.0,1.484840048257297,3.4492916965175766,-0.0,3,False
DXB-04,2026-03-05,industrial_b2b,321.0,10.472907469275741,5,3,4.597577142857143,285,9.298375790478463,357.4642857142857,7.646294881588999,1.174531678797278,-1.652080908889464,0.12631578947368405,0.17767413859323633,9.396253430378223,-0.0,0.0,13.216647271115711,3,False
AUH-01,2026-03-05,urban_dense,526.25,8.775455436569487,3,3,4.597577142857143,533,8.888014722454226,562.75,12.037433155080214,-0.11255928588473907,3.1494184326259873,0.01266416510318947,0.3543444212203494,0.0,0.9004742870779125,25.1953474610079,-0.0,3,False
AUH-02,2026-03-05,suburban,365.25,8.474028556655927,4,2,4.597577142857143,442,10.25467658327699,402.0357142857143,8.599694423223834,-1.780648026621062,-1.6549821600531551,0.1736425339366517,0.16138804053089778,0.0,14.245184212968496,0.0,13.239857280425241,3,False
AUH-03,2026-03-05,industrial_b2b,306.5,9.999832209760172,5,2,4.597577142857143,300,9.787763989977329,311.0357142857143,6.653170359052712,0.21206821978284296,-3.1345936309246163,0.021666666666666754,0.32025635621521326,1.6965457582627437,-0.0,0.0,25.07674904739693,3,False
SHJ-01,2026-03-05,suburban,445.5,10.33587877341606,4,3,4.597577142857143,470,10.904294104389557,452.5,9.679144385026738,-0.5684153309734974,-1.2251497193628182,0.052127659574468015,0.11235479414202801,0.0,4.547322647787979,0.0,9.801197754902546,3,False
SHJ-02,2026-03-05,mixed,357.75,7.781272372031976,2,3,4.597577142857143,390,8.482728791313685,353.60714285714283,7.563789152024445,-0.7014564192817083,-0.9189396392892393,0.08269230769230766,0.10833066362209218,0.0,5.611651354253667,0.0,7.351517114313914,3,False
AAN-01,2026-03-05,mixed,191.75,4.170674989062562,2,2,4.597577142857143,252,5.481147834387304,222.64285714285714,4.7624140565317035,-1.3104728453247425,-0.7187337778556007,0.23908730158730163,0.13112833289159814,0.0,10.48378276259794,0.0,5.749870222844805,3,False
RAK-01,2026-03-05,mixed,194.0,4.219613809012448,2,1,4.597577142857143,206,4.480620848745177,205.07142857142858,4.38655462184874,-0.2610070397327293,-0.0940662268964374,0.05825242718446614,0.020994016247275458,0.0,2.0880563178618345,0.0,0.7525298151714992,3,False
FUJ-01,2026-03-05,suburban,162.0,3.7585013721512937,2,1,4.597577142857143,199,4.616924525050047,177.82142857142858,3.8036669213139804,-0.8584231528987534,-0.8132576037360666,0.18592964824120622,0.176147043193705,0.0,6.867385223190027,0.0,6.506060829888533,3,False
DXB-01,2026-03-06,urban_dense,805.25,13.427905919805378,5,4,4.597577142857143,874,14.574343090853647,723.3214285714286,15.472116119174942,-1.1464371710482695,0.8977730283212946,0.07866132723112122,0.06159955359392533,0.0,9.171497368386156,7.182184226570357,-0.0,4,True
DXB-02,2026-03-06,urban_dense,699.25,11.660308245170953,5,3,4.597577142857143,698,11.639463932970076,637.6071428571429,13.638655462184875,0.020844312200877013,1.9991915292147997,0.0017908309455586852,0.17175975979029992,0.1667544976070161,-0.0,15.993532233718398,-0.0,4,True
DXB-03,2026-03-06,suburban,533.5,12.377533839769848,5,2,4.597577142857143,542,12.574739158679023,476.5357142857143,10.193277310924369,-0.19720531890917492,-2.381461847754654,0.015682656826568428,0.18938459221326914,0.0,1.5776425512733994,0.0,19.05169478203723,4,True
DXB-04,2026-03-06,industrial_b2b,414.75,13.531583716143658,5,3,4.597577142857143,370,12.071575587638705,355.7142857142857,7.608861726508786,1.4600081285049527,-4.462713861129919,0.12094594594594604,0.3696877701449129,11.680065028039621,-0.0,0.0,35.701710889039354,4,True
AUH-01,2026-03-06,urban_dense,598.0,9.971918956899865,3,3,4.597577142857143,617,10.288752502353205,564.7857142857143,12.080977845683728,-0.3168335454533402,1.7922253433305233,0.030794165316045383,0.17419267719002982,0.0,2.5346683636267215,14.337802746644186,-0.0,4,True
AUH-02,2026-03-06,suburban,448.25,10.399680494239616,4,2,4.597577142857143,473,10.97389598165162,404.75,8.657754010695188,-0.5742154874120029,-2.3161419709564317,0.0523255813953488,0.2110592240740232,0.0,4.593723899296023,0.0,18.529135767651454,4,True
AUH-03,2026-03-06,industrial_b2b,334.25,10.905200378833074,5,2,4.597577142857143,390,12.724093186970528,311.64285714285717,6.666157372039725,-1.8188928081374538,-6.0579358149308025,0.14294871794871797,0.4760996108653251,0.0,14.55114246509963,0.0,48.46348651944642,4,True
SHJ-01,2026-03-06,suburban,497.5,11.542311312625117,4,3,4.597577142857143,630,14.616394225032812,455.32142857142856,9.739495798319327,-3.074082912407695,-4.876898426713485,0.21031746031746035,0.3336594752186589,0.0,24.59266329926156,0.0,39.01518741370788,4,True
SHJ-02,2026-03-06,mixed,413.5,8.993867577456946,2,3,4.597577142857143,367,7.982465298492622,356.0357142857143,7.615737203972498,1.011402278964324,-0.36672809452012434,0.12670299727520434,0.04594170858335906,8.091218231714592,-0.0,0.0,2.9338247561609947,4,True
AAN-01,2026-03-06,mixed,234.25,5.09507492144931,2,2,4.597577142857143,275,5.9814113272083675,225.07142857142858,4.814362108479756,-0.8863364057590575,-1.1670492187286117,0.14818181818181808,0.19511268409512553,0.0,7.09069124607246,0.0,9.336393749828893,4,True
RAK-01,2026-03-06,mixed,217.5,4.730752595155709,2,1,4.597577142857143,222,4.828630235055482,206.17857142857142,4.410236822001528,-0.0978776398997736,-0.4183934130539546,0.020270270270270337,0.0866484681341824,0.0,0.7830211191981888,0.0,3.347147304431637,4,True
FUJ-01,2026-03-06,suburban,191.0,4.431319519017884,2,1,4.597577142857143,219,5.080937040130454,179.60714285714286,3.8418640183346064,-0.6496175211125701,-1.2390730217958477,0.12785388127853894,0.2438670292525479,0.0,5.196940168900561,0.0,9.912584174366781,4,True
DXB-01,2026-03-07,urban_dense,787.0,13.123578961672566,5,4,4.597577142857143,857,14.290860444921714,730.4642857142857,15.624904507257448,-1.1672814832491483,1.3340440623357335,0.08168028004667445,0.09334945698177248,0.0,9.338251865993186,10.672352498685868,-0.0,5,True
DXB-02,2026-03-07,urban_dense,735.0,12.256455574116053,5,3,4.597577142857143,631,10.522208799003035,638.0,13.647058823529411,1.734246775113018,3.124850024526376,0.16481774960380327,0.29697662194485736,13.873974200904144,-0.0,24.998800196211008,-0.0,5,True
DXB-03,2026-03-07,suburban,541.5,12.563138845802012,5,2,4.597577142857143,621,14.407588593246627,478.82142857142856,10.242169595110772,-1.8444497474446155,-4.165418998135856,0.12801932367149751,0.2891128498830361,0.0,14.755597979556924,0.0,33.323351985086845,5,True
DXB-04,2026-03-07,industrial_b2b,411.0,13.40923666626894,5,3,4.597577142857143,403,13.148229626536212,355.64285714285717,7.607333842627961,0.26100703973272843,-5.540895783908251,0.019851116625310146,0.4214176312167095,2.0880563178618274,-0.0,0.0,44.32716627126601,5,True
AUH-01,2026-03-07,urban_dense,619.25,10.326272264314785,3,3,4.597577142857143,639,10.655612397088651,565.0357142857143,12.086325439266616,-0.32934013277386676,1.430713042177965,0.030907668231611892,0.1342684952174938,0.0,2.634721062190934,11.44570433742372,-0.0,5,True
AUH-02,2026-03-07,suburban,493.0,11.437908496732026,4,2,4.597577142857143,442,10.25467658327699,405.7857142857143,8.67990832696715,1.183231913455037,-1.5747682563098397,0.11538461538461538,0.15356586270871997,9.465855307640297,-0.0,0.0,12.598146050478718,5,True
AUH-03,2026-03-07,industrial_b2b,340.75,11.117268598615915,5,2,4.597577142857143,342,11.158050948574154,313.57142857142856,6.707410236822001,-0.040782349958238484,-4.450640711752152,0.003654970760233884,0.3988725927372543,0.0,0.3262587996659079,0.0,35.60512569401722,5,True
SHJ-01,2026-03-07,suburban,510.25,11.838119290988876,4,3,4.597577142857143,567,13.154754802529531,461.0,9.86096256684492,-1.316635511540655,-3.293792235684611,0.10008818342151682,0.2503879612451041,0.0,10.53308409232524,0.0,26.35033788547689,5,True
SHJ-02,2026-03-07,mixed,373.75,8.129281758342282,2,3,4.597577142857143,413,8.982992284134747,356.57142857142856,7.627196333078686,-0.8537105257924651,-1.355795951056061,0.0950363196125906,0.1509292124686104,0.0,6.829684206339721,0.0,10.846367608448489,5,True
AAN-01,2026-03-07,mixed,269.5,5.8617831006642005,2,2,4.597577142857143,274,5.959660740563973,226.67857142857142,4.848739495798319,-0.09787763989977272,-1.1109212447656542,0.01642335766423348,0.1864067927901087,0.0,0.7830211191981817,0.0,8.887369958125234,5,True
RAK-01,2026-03-07,mixed,235.75,5.127700801415901,2,1,4.597577142857143,253,5.5028984210316985,207.64285714285714,4.441558441558441,-0.3751976196157978,-1.0613399794732574,0.0681818181818182,0.19286926602477145,0.0,3.0015809569263823,0.0,8.49071983578606,5,True
FUJ-01,2026-03-07,suburban,194.75,4.5183218655954605,2,1,4.597577142857143,235,5.452147052194778,181.75,3.8877005347593583,-0.9338251865993179,-1.56444651743542,0.17127659574468077,0.28694136501796064,0.0,7.470601492794543,0.0,12.51557213948336,5,True
DXB-01,2026-03-08,urban_dense,677.75,11.301786075315858,5,4,4.597577142857143,713,11.889595679380607,737.2857142857143,15.770817417876243,-0.5878096040647485,3.8812217384956362,0.049438990182328106,0.32643849657786095,0.0,4.702476832517988,31.04977390796509,-0.0,6,False
DXB-02,2026-03-08,urban_dense,584.25,9.74263152269021,5,3,4.597577142857143,556,9.271550066950375,639.1428571428571,13.671504965622612,0.47108145573983506,4.399954898672236,0.05080935251798565,0.47456518779491225,3.7686516459186805,-0.0,35.19963918937789,-0.0,6,False
DXB-03,2026-03-08,suburban,471.0,10.927494730143579,5,2,4.597577142857143,533,12.36593352689284,482.5,10.320855614973262,-1.4384387967492618,-2.045077911919579,0.11632270168855541,0.16537998586779085,0.0,11.507510373994094,0.0,16.360623295356632,6,False
DXB-04,2026-03-08,industrial_b2b,326.25,10.644193339100346,5,3,4.597577142857143,351,11.451683868273474,357.82142857142856,7.653934300993124,-0.807490529173128,-3.7977495672803494,0.07051282051282037,0.33163241414669975,0.0,6.459924233385024,0.0,30.381996538242795,6,False
AUH-01,2026-03-08,urban_dense,536.25,8.942209934176509,3,3,4.597577142857143,627,10.455506999960226,567.6785714285714,12.142857142857142,-1.5132970657837177,1.687350142896916,0.14473684210526322,0.16138386621551062,0.0,12.106376526269742,13.498801143175328,-0.0,6,False
AUH-02,2026-03-08,suburban,370.0,8.584231528987525,4,2,4.597577142857143,430,9.976269074228744,404.5357142857143,8.653170359052712,-1.3920375452412195,-1.323098715176032,0.13953488372093018,0.1326246019760969,0.0,11.136300361929756,0.0,10.584789721408256,6,False
AUH-03,2026-03-08,industrial_b2b,289.25,9.437035780336474,5,2,4.597577142857143,305,9.950893389810284,314.82142857142856,6.73414820473644,-0.5138576094738099,-3.2167451850738447,0.05163934426229509,0.3232619483560935,0.0,4.110860875790479,0.0,25.733961480590757,6,False
SHJ-01,2026-03-08,suburban,421.5,9.779063755319573,4,3,4.597577142857143,477,11.0666984846677,463.14285714285717,9.906799083269672,-1.2876347293481274,-1.1598994013980288,0.11635220125786153,0.10480988553225747,0.0,10.30107783478502,0.0,9.27919521118423,6,False
SHJ-02,2026-03-08,mixed,329.0,7.155943006005646,2,3,4.597577142857143,418,9.091745217356719,359.35714285714283,7.6867838044308625,-1.9358022113510724,-1.4049614129258563,0.21291866028708142,0.15453154255177495,0.0,15.48641769080858,0.0,11.23969130340685,6,False
AAN-01,2026-03-08,mixed,218.5,4.752503181800103,2,2,4.597577142857143,268,5.829157220697609,228.35714285714286,4.884644766997709,-1.076654038897506,-0.9445124536999003,0.18470149253731344,0.16203242045800664,0.0,8.613232311180049,0.0,7.556099629599203,6,False
RAK-01,2026-03-08,mixed,202.0,4.393618502167601,2,1,4.597577142857143,209,4.545872608678359,209.71428571428572,4.4858670741023685,-0.15225410651075855,-0.06000553457599089,0.0334928229665072,0.013200003550789461,0.0,1.2180328520860684,0.0,0.48004427660792715,6,False
FUJ-01,2026-03-08,suburban,173.0,4.013708255445518,2,1,4.597577142857143,181,4.199313261477681,183.82142857142858,3.9320091673032853,-0.185605006032163,-0.26730409417439605,0.044198895027624384,0.06365423999835997,0.0,1.484840048257304,0.0,2.1384327533951684,6,False
DXB-01,2026-03-09,urban_dense,651.5,10.864055519097429,5,4,4.597577142857143,808,13.47376340664731,738.1071428571429,15.78838808250573,-2.609707887549881,2.31462467585842,0.19368811881188117,0.17178754042218786,0.0,20.877663100399047,18.51699740686736,-0.0,0,False
DXB-02,2026-03-09,urban_dense,610.5,10.18036207890864,5,3,4.597577142857143,592,9.871866258335652,642.1428571428571,13.735676088617264,0.30849582057298797,3.863809830281612,0.031249999999999882,0.391396087545156,2.4679665645839037,-0.0,30.910478642252897,-0.0,0,False
DXB-03,2026-03-09,suburban,451.5,10.475082527940183,5,2,4.597577142857143,501,11.623513502764188,485.7857142857143,10.391138273491215,-1.1484309748240058,-1.2323752292729733,0.09880239520958077,0.10602432981902607,0.0,9.187447798592046,0.0,9.859001834183786,0,False
DXB-04,2026-03-09,industrial_b2b,358.75,11.704534438014555,5,3,4.597577142857143,361,11.777942667939385,358.85714285714283,7.676088617265087,-0.07340822992482998,-4.101854050674298,0.00623268698060942,0.34826575118589365,0.0,0.5872658393986399,0.0,32.814832405394384,0,False
AUH-01,2026-03-09,urban_dense,547.0,9.121471019104057,3,3,4.597577142857143,586,9.77181355977144,573.2857142857143,12.262796027501912,-0.6503425406673831,2.490982467730472,0.06655290102389085,0.2549150628482453,0.0,5.2027403253390645,19.927859741843776,-0.0,0,False
AUH-02,2026-03-09,suburban,345.75,8.021616354452531,4,2,4.597577142857143,384,8.90904028954381,408.64285714285717,8.741023682200153,-0.8874239350912791,-0.16801660734365775,0.09960937500000012,0.018859114100185655,0.0,7.099391480730233,0.0,1.344132858749262,0,False
