store_id,date,actual_shipments,campaign,is_weekend
RAK-01,2026-03-01,207,ramadan,False
FUJ-01,2026-03-01,198,ramadan,False
DXB-01,2026-03-02,788,ramadan,False
DXB-02,2026-03-02,686,ramadan,False
DXB-03,2026-03-02,508,ramadan,False
DXB-04,2026-03-02,435,ramadan,False
AUH-01,2026-03-02,556,ramadan,False
AUH-02,2026-03-02,339,ramadan,False
AUH-03,2026-03-02,351,ramadan,False
SHJ-01,2026-03-02,441,ramadan,False
SHJ-02,2026-03-02,358,ramadan,False
AAN-01,2026-03-02,251,ramadan,False
RAK-01,2026-03-02,177,ramadan,False
FUJ-01,2026-03-02,157,ramadan,False
DXB-01,2026-03-03,627,ramadan,False
DXB-02,2026-03-03,592,ramadan,False
DXB-03,2026-03-03,504,ramadan,False
DXB-04,2026-03-03,377,ramadan,False
AUH-01,2026-03-03,581,ramadan,False
AUH-02,2026-03-03,361,ramadan,False
AUH-03,2026-03-03,243,ramadan,False
SHJ-01,2026-03-03,463,ramadan,False
SHJ-02,2026-03-03,339,ramadan,False
AAN-01,2026-03-03,234,ramadan,False
RAK-01,2026-03-03,220,ramadan,False
FUJ-01,2026-03-03,179,ramadan,False
DXB-01,2026-03-04,783,ramadan,False
DXB-02,2026-03-04,652,ramadan,False
DXB-03,2026-03-04,508,ramadan,False
DXB-04,2026-03-04,338,ramadan,False
AUH-01,2026-03-04,558,ramadan,False
AUH-02,2026-03-04,421,ramadan,False
AUH-03,2026-03-04,330,ramadan,False
SHJ-01,2026-03-04,445,ramadan,False
SHJ-02,2026-03-04,371,ramadan,False
AAN-01,2026-03-04,219,ramadan,False
RAK-01,2026-03-04,205,ramadan,False
FUJ-01,2026-03-04,191,ramadan,False
DXB-01,2026-03-05,602,ramadan,False
DXB-02,2026-03-05,565,ramadan,False
DXB-03,2026-03-05,421,ramadan,False
DXB-04,2026-03-05,285,ramadan,False
AUH-01,2026-03-05,533,ramadan,False
AUH-02,2026-03-05,442,ramadan,False
AUH-03,2026-03-05,300,ramadan,False
SHJ-01,2026-03-05,470,ramadan,False
SHJ-02,2026-03-05,390,ramadan,False
AAN-01,2026-03-05,252,ramadan,False
RAK-01,2026-03-05,206,ramadan,False
FUJ-01,2026-03-05,199,ramadan,False
DXB-01,2026-03-06,874,ramadan,True
DXB-02,2026-03-06,698,ramadan,True
DXB-03,2026-03-06,542,ramadan,True
DXB-04,2026-03-06,370,ramadan,True
AUH-01,2026-03-06,617,ramadan,True
AUH-02,2026-03-06,473,ramadan,True
AUH-03,2026-03-06,390,ramadan,True
SHJ-01,2026-03-06,630,ramadan,True
SHJ-02,2026-03-06,367,ramadan,True
AAN-01,2026-03-06,275,ramadan,True
RAK-01,2026-03-06,222,ramadan,True
FUJ-01,2026-03-06,219,ramadan,True
DXB-01,2026-03-07,857,ramadan,True
DXB-02,2026-03-07,631,ramadan,True
DXB-03,2026-03-07,621,ramadan,True
DXB-04,2026-03-07,403,ramadan,True
AUH-01,2026-03-07,639,ramadan,True
AUH-02,2026-03-07,442,ramadan,True
AUH-03,2026-03-07,342,ramadan,True
SHJ-01,2026-03-07,567,ramadan,True
SHJ-02,2026-03-07,413,ramadan,True
AAN-01,2026-03-07,274,ramadan,True
RAK-01,2026-03-07,253,ramadan,True
FUJ-01,2026-03-07,235,ramadan,True
DXB-01,2026-03-08,713,ramadan,False
DXB-02,2026-03-08,556,ramadan,False
DXB-03,2026-03-08,533,ramadan,False
DXB-04,2026-03-08,351,ramadan,False
AUH-01,2026-03-08,627,ramadan,False
AUH-02,2026-03-08,430,ramadan,False
AUH-03,2026-03-08,305,ramadan,False
SHJ-01,2026-03-08,477,ramadan,False
SHJ-02,2026-03-08,418,ramadan,False
AAN-01,2026-03-08,268,ramadan,False
RAK-01,2026-03-08,209,ramadan,False
FUJ-01,2026-03-08,181,ramadan,False
DXB-01,2026-03-09,808,ramadan,False
DXB-02,2026-03-09,592,ramadan,False
DXB-03,2026-03-09,501,ramadan,False
DXB-04,2026-03-09,361,ramadan,False
AUH-01,2026-03-09,586,ramadan,False
AUH-02,2026-03-09,384,ramadan,False
AUH-03,2026-03-09,265,ramadan,False
SHJ-01,2026-03-09,377,ramadan,False
SHJ-02,2026-03-09,320,ramadan,False
AAN-01,2026-03-09,216,ramadan,False
RAK-01,2026-03-09,202,ramadan,False
FUJ-01,2026-03-09,209,ramadan,False
DXB-01,2026-03-10,810,ramadan,False
DXB-02,2026-03-10,586,ramadan,False
DXB-03,2026-03-10,503,ramadan,False
DXB-04,2026-03-10,349,ramadan,False
AUH-01,2026-03-10,556,ramadan,False
AUH-02,2026-03-10,423,ramadan,False
AUH-03,2026-03-10,326,ramadan,False
SHJ-01,2026-03-10,449,ramadan,False
SHJ-02,2026-03-10,391,ramadan,False
AAN-01,2026-03-10,203,ramadan,False
RAK-01,2026-03-10,208,ramadan,False
FUJ-01,2026-03-10,220,ramadan,False
DXB-01,2026-03-11,752,ramadan,False
DXB-02,2026-03-11,725,ramadan,False
DXB-03,2026-03-11,492,ramadan,False
DXB-04,2026-03-11,382,ramadan,False
AUH-01,2026-03-11,568,ramadan,False
AUH-02,2026-03-11,410,ramadan,False
AUH-03,2026-03-11,288,ramadan,False
SHJ-01,2026-03-11,482,ramadan,False
SHJ-02,2026-03-11,330,ramadan,False
AAN-01,2026-03-11,240,ramadan,False
RAK-01,2026-03-11,229,ramadan,False
FUJ-01,2026-03-11,184,ramadan,False
DXB-01,2026-03-12,719,ramadan,False
DXB-02,2026-03-12,669,ramadan,False
DXB-03,2026-03-12,475,ramadan,False
DXB-04,2026-03-12,394,ramadan,False
AUH-01,2026-03-12,477,ramadan,False
AUH-02,2026-03-12,404,ramadan,False
AUH-03,2026-03-12,254,ramadan,False
SHJ-01,2026-03-12,402,ramadan,False
SHJ-02,2026-03-12,401,ramadan,False
AAN-01,2026-03-12,244,ramadan,False
RAK-01,2026-03-12,195,ramadan,False
FUJ-01,2026-03-12,154,ramadan,False
DXB-01,2026-03-13,639,ramadan,True
DXB-02,2026-03-13,722,ramadan,True
DXB-03,2026-03-13,702,ramadan,True
DXB-04,2026-03-13,446,ramadan,True
AUH-01,2026-03-13,641,ramadan,True
AUH-02,2026-03-13,513,ramadan,True
AUH-03,2026-03-13,314,ramadan,True
SHJ-01,2026-03-13,534,ramadan,True
SHJ-02,2026-03-13,426,ramadan,True
AAN-01,2026-03-13,265,ramadan,True
RAK-01,2026-03-13,264,ramadan,True
FUJ-01,2026-03-13,217,ramadan,True
DXB-01,2026-03-14,925,ramadan,True
DXB-02,2026-03-14,713,ramadan,True
DXB-03,2026-03-14,624,ramadan,True
DXB-04,2026-03-14,492,ramadan,True
AUH-01,2026-03-14,616,ramadan,True
AUH-02,2026-03-14,453,ramadan,True
AUH-03,2026-03-14,410,ramadan,True
SHJ-01,2026-03-14,539,ramadan,True
SHJ-02,2026-03-14,476,ramadan,True
AAN-01,2026-03-14,257,ramadan,True
RAK-01,2026-03-14,279,ramadan,True
FUJ-01,2026-03-14,214,ramadan,True
DXB-01,2026-03-15,757,ramadan,False
DXB-02,2026-03-15,735,ramadan,False
DXB-03,2026-03-15,473,ramadan,False
DXB-04,2026-03-15,333,ramadan,False
AUH-01,2026-03-15,550,ramadan,False
AUH-02,2026-03-15,435,ramadan,False
AUH-03,2026-03-15,267,ramadan,False
SHJ-01,2026-03-15,492,ramadan,False
SHJ-02,2026-03-15,341,ramadan,False
AAN-01,2026-03-15,250,ramadan,False
RAK-01,2026-03-15,164,ramadan,False
FUJ-01,2026-03-15,166,ramadan,False
DXB-01,2026-03-16,628,ramadan,False
DXB-02,2026-03-16,597,ramadan,False
DXB-03,2026-03-16,501,ramadan,False
DXB-04,2026-03-16,358,ramadan,False
AUH-01,2026-03-16,560,ramadan,False
AUH-02,2026-03-16,412,ramadan,False
AUH-03,2026-03-16,316,ramadan,False
SHJ-01,2026-03-16,424,ramadan,False
SHJ-02,2026-03-16,381,ramadan,False
AAN-01,2026-03-16,241,ramadan,False
RAK-01,2026-03-16,216,ramadan,False
FUJ-01,2026-03-16,188,ramadan,False
DXB-01,2026-03-17,761,ramadan,False
DXB-02,2026-03-17,764,ramadan,False
DXB-03,2026-03-17,486,ramadan,False
DXB-04,2026-03-17,355,ramadan,False
AUH-01,2026-03-17,535,ramadan,False
AUH-02,2026-03-17,380,ramadan,False
AUH-03,2026-03-17,276,ramadan,False
SHJ-01,2026-03-17,429,ramadan,False
SHJ-02,2026-03-17,356,ramadan,False
AAN-01,2026-03-17,234,ramadan,False
RAK-01,2026-03-17,210,ramadan,False
FUJ-01,2026-03-17,167,ramadan,False
DXB-01,2026-03-18,802,ramadan,False
DXB-02,2026-03-18,689,ramadan,False
DXB-03,2026-03-18,484,ramadan,False
DXB-04,2026-03-18,344,ramadan,False
AUH-01,2026-03-18,603,ramadan,False
AUH-02,2026-03-18,426,ramadan,False
AUH-03,2026-03-18,271,ramadan,False
SHJ-01,2026-03-18,464,ramadan,False
SHJ-02,2026-03-18,367,ramadan,False
AAN-01,2026-03-18,209,ramadan,False
RAK-01,2026-03-18,213,ramadan,False
FUJ-01,2026-03-18,156,ramadan,False
DXB-01,2026-03-19,832,ramadan,False
DXB-02,2026-03-19,719,ramadan,False
DXB-03,2026-03-19,480,ramadan,False
DXB-04,2026-03-19,377,ramadan,False
AUH-01,2026-03-19,450,ramadan,False
AUH-02,2026-03-19,376,ramadan,False
AUH-03,2026-03-19,303,ramadan,False
SHJ-01,2026-03-19,422,ramadan,False
SHJ-02,2026-03-19,382,ramadan,False
AAN-01,2026-03-19,268,ramadan,False
RAK-01,2026-03-19,187,ramadan,False
FUJ-01,2026-03-19,166,ramadan,False
DXB-01,2026-03-20,1079,eid,True
DXB-02,2026-03-20,1054,eid,True
DXB-03,2026-03-20,622,eid,True
DXB-04,2026-03-20,532,eid,True
AUH-01,2026-03-20,952,eid,True
AUH-02,2026-03-20,508,eid,True
AUH-03,2026-03-20,392,eid,True
SHJ-01,2026-03-20,640,eid,True
SHJ-02,2026-03-20,487,eid,True
AAN-01,2026-03-20,348,eid,True
RAK-01,2026-03-20,305,eid,True
FUJ-01,2026-03-20,215,eid,True
DXB-01,2026-03-21,1107,eid,True
DXB-02,2026-03-21,873,eid,True
DXB-03,2026-03-21,780,eid,True
DXB-04,2026-03-21,491,eid,True
AUH-01,2026-03-21,772,eid,True
AUH-02,2026-03-21,626,eid,True
AUH-03,2026-03-21,474,eid,True
SHJ-01,2026-03-21,692,eid,True
SHJ-02,2026-03-21,434,eid,True
AAN-01,2026-03-21,340,eid,True
RAK-01,2026-03-21,271,eid,True
FUJ-01,2026-03-21,261,eid,True
DXB-01,2026-03-22,782,eid,False
DXB-02,2026-03-22,813,eid,False
DXB-03,2026-03-22,550,eid,False
DXB-04,2026-03-22,390,eid,False
AUH-01,2026-03-22,739,eid,False
AUH-02,2026-03-22,518,eid,False
AUH-03,2026-03-22,355,eid,False
SHJ-01,2026-03-22,638,eid,False
SHJ-02,2026-03-22,417,eid,False
AAN-01,2026-03-22,276,eid,False
RAK-01,2026-03-22,259,eid,False
FUJ-01,2026-03-22,205,eid,False
DXB-01,2026-03-23,936,eid,False
DXB-02,2026-03-23,745,eid,False
DXB-03,2026-03-23,572,eid,False
DXB-04,2026-03-23,496,eid,False
AUH-01,2026-03-23,630,eid,False
AUH-02,2026-03-23,397,eid,False
AUH-03,2026-03-23,431,eid,False
SHJ-01,2026-03-23,694,eid,False
SHJ-02,2026-03-23,419,eid,False
AAN-01,2026-03-23,227,eid,False
RAK-01,2026-03-23,246,eid,False
FUJ-01,2026-03-23,212,eid,False
DXB-01,2026-03-24,654,none,False
DXB-02,2026-03-24,522,none,False
DXB-03,2026-03-24,463,none,False
DXB-04,2026-03-24,343,none,False
AUH-01,2026-03-24,446,none,False
AUH-02,2026-03-24,399,none,False
AUH-03,2026-03-24,331,none,False
SHJ-01,2026-03-24,425,none,False
SHJ-02,2026-03-24,312,none,False
AAN-01,2026-03-24,201,none,False
RAK-01,2026-03-24,198,none,False
FUJ-01,2026-03-24,136,none,False
DXB-01,2026-03-25,676,none,False
DXB-02,2026-03-25,560,none,False
DXB-03,2026-03-25,514,none,False
DXB-04,2026-03-25,323,none,False
AUH-01,2026-03-25,593,none,False
AUH-02,2026-03-25,339,none,False
AUH-03,2026-03-25,294,none,False
SHJ-01,2026-03-25,431,none,False
SHJ-02,2026-03-25,297,none,False
AAN-01,2026-03-25,207,none,False
RAK-01,2026-03-25,209,none,False
FUJ-01,2026-03-25,157,none,False
DXB-01,2026-03-26,565,none,False
DXB-02,2026-03-26,580,none,False
DXB-03,2026-03-26,405,none,False
DXB-04,2026-03-26,318,none,False
AUH-01,2026-03-26,512,none,False
AUH-02,2026-03-26,319,none,False
AUH-03,2026-03-26,239,none,False
SHJ-01,2026-03-26,438,none,False
SHJ-02,2026-03-26,307,none,False
AAN-01,2026-03-26,157,none,False
RAK-01,2026-03-26,202,none,False
FUJ-01,2026-03-26,165,none,False
DXB-01,2026-03-27,737,none,True
DXB-02,2026-03-27,605,none,True
DXB-03,2026-03-27,560,none,True
DXB-04,2026-03-27,400,none,True
AUH-01,2026-03-27,740,none,True
AUH-02,2026-03-27,461,none,True
AUH-03,2026-03-27,342,none,True
SHJ-01,2026-03-27,488,none,True
SHJ-02,2026-03-27,409,none,True
AAN-01,2026-03-27,255,none,True
RAK-01,2026-03-27,247,none,True
FUJ-01,2026-03-27,182,none,True
DXB-01,2026-03-28,757,none,True
DXB-02,2026-03-28,657,none,True
DXB-03,2026-03-28,558,none,True
DXB-04,2026-03-28,440,none,True
